route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
28079-10 - 28066,5635,1886,NA,19553,más de 30 min,28079-10,28066,78
28079-10 - 28067,13098,3152,8591,41167,más de 30 min,28079-10,28067,8
28079-10 - 28068,11522,2764,5150,36405,más de 30 min,28079-10,28068,17
28079-10 - 28071,23205,4618,7914,70556,más de 30 min,28079-10,28071,2
28079-10 - 28072,9329,2324,NA,27943,más de 30 min,28079-10,28072,17
28079-10 - 28073,4537,1709,2586,14836,driving_best_guess,28079-10,28073,142
28079-10 - 28074,2502,1301,1926,7389,driving_best_guess,28079-10,28074,1200
28079-10 - 28075,8429,2175,NA,26104,más de 30 min,28079-10,28075,18
28079-10 - 28079,1483,1272,1002,3516,bicycling,28079-10,28079,1562
28079-10 - 28079-01,1498,1208,1882,3417,bicycling,28079-10,28079-01,6190
28079-10 - 28079-02,901,778,1907,2728,bicycling,28079-10,28079-02,2738
28079-10 - 28079-03,2456,1426,2188,5779,driving_best_guess,28079-10,28079-03,2641
28079-10 - 28079-04,2206,1785,2099,5287,driving_best_guess,28079-10,28079-04,5153
28079-10 - 28079-05,2988,1543,2431,7832,driving_best_guess,28079-10,28079-05,4792
28079-10 - 28079-06,2964,1685,2526,7053,driving_best_guess,28079-10,28079-06,3735
28079-10 - 28079-07,2121,1425,1723,4513,transit,28079-10,28079-07,4340
28079-10 - 28079-08,3887,1565,NA,14327,driving_best_guess,28079-10,28079-08,3456
28079-10 - 28079-09,1778,1015,4213,4518,bicycling,28079-10,28079-09,4245
28079-10 - 28079-10,0,0,0,0,walking,28079-10,28079-10,5434
28079-10 - 28079-11,965,912,2186,2663,bicycling,28079-10,28079-11,2281
28079-10 - 28079-12,970,1112,1837,3300,bicycling,28079-10,28079-12,1209
28079-10 - 28079-13,2152,1096,2018,6166,driving_best_guess,28079-10,28079-13,1258
28079-10 - 28079-14,2633,1245,2736,7057,driving_best_guess,28079-10,28079-14,451
28079-10 - 28079-15,3266,1273,3507,8649,driving_best_guess,28079-10,28079-15,2284
28079-10 - 28079-16,3832,1552,2928,10450,driving_best_guess,28079-10,28079-16,2891
28079-10 - 28079-17,1941,1419,1953,6443,driving_best_guess,28079-10,28079-17,1508
28079-10 - 28079-18,3664,1265,2962,11521,driving_best_guess,28079-10,28079-18,1191
28079-10 - 28079-19,4676,1809,3644,12450,más de 30 min,28079-10,28079-19,291
28079-10 - 28079-20,4710,1538,3546,9429,driving_best_guess,28079-10,28079-20,3368
28079-10 - 28079-21,6007,1782,4808,12647,driving_best_guess,28079-10,28079-21,1482
28079-10 - 28080,4188,1558,4490,12923,driving_best_guess,28079-10,28080,768
28079-10 - 28082,12269,2949,NA,38580,más de 30 min,28079-10,28082,4
28079-10 - 28083,11277,2701,4475,35804,más de 30 min,28079-10,28083,23
28079-10 - 28084,6488,1989,NA,20011,más de 30 min,28079-10,28084,37
28079-10 - 28085,13772,3344,NA,42908,más de 30 min,28079-10,28085,5
28079-10 - 28086,12768,2723,5471,36263,más de 30 min,28079-10,28086,6
28079-10 - 28087,12291,3005,5975,39139,más de 30 min,28079-10,28087,1
28079-10 - 28088,22942,4731,8634,69631,más de 30 min,28079-10,28088,3
28079-10 - 28089,5202,1673,NA,17020,driving_best_guess,28079-10,28089,19
28079-10 - 28090,13635,2651,NA,33916,más de 30 min,28079-10,28090,19
28079-10 - 28091,8485,2347,NA,29279,más de 30 min,28079-10,28091,3
28079-10 - 28092,3513,1460,2620,12477,driving_best_guess,28079-10,28092,637
28079-10 - 28093,16029,NA,NA,41097,más de 30 min,28079-10,28093,1
28079-10 - 28094,14349,3378,9131,45106,más de 30 min,28079-10,28094,2
28079-10 - 28095,9684,2677,3950,31408,más de 30 min,28079-10,28095,1
28079-10 - 28096,6311,1668,3915,22943,driving_best_guess,28079-10,28096,108
28079-10 - 28100,11485,3187,NA,38109,más de 30 min,28079-10,28100,5
28079-10 - 28104,7825,2029,4040,26264,más de 30 min,28079-10,28104,51
28079-10 - 28106,5260,1746,3311,17309,driving_best_guess,28079-10,28106,107
28079-10 - 28107,14857,3642,9017,47360,más de 30 min,28079-10,28107,1
28079-10 - 28108,13055,2842,6611,38012,más de 30 min,28079-10,28108,3
28079-10 - 28109,13708,3162,6001,44199,más de 30 min,28079-10,28109,2
28079-10 - 28110,9743,2421,NA,34159,más de 30 min,28079-10,28110,1
28079-10 - 28113,5410,1585,3006,16786,driving_best_guess,28079-10,28113,197
28079-10 - 28115,2324,1254,1779,7406,transit,28079-10,28115,2839
28079-10 - 28116,10204,2806,NA,33130,más de 30 min,28079-10,28116,1
28079-10 - 28119,6877,2031,NA,23262,más de 30 min,28079-10,28119,2
28079-10 - 28120,21896,5245,NA,62131,más de 30 min,28079-10,28120,1
28079-10 - 28121,15234,3074,8591,45124,más de 30 min,28079-10,28121,3
28079-10 - 28122,12802,3292,6560,37756,más de 30 min,28079-10,28122,1
28079-10 - 28123,5397,1755,3800,18083,driving_best_guess,28079-10,28123,264
28079-10 - 28125,13323,3462,4910,42200,más de 30 min,28079-10,28125,1
28079-10 - 28127,4679,1482,2270,14172,driving_best_guess,28079-10,28127,1111
28079-10 - 28128,16956,4135,NA,58584,más de 30 min,28079-10,28128,6
28079-10 - 28129,10192,2487,4811,31526,más de 30 min,28079-10,28129,32
28079-10 - 28130,6231,1769,4632,17772,driving_best_guess,28079-10,28130,214
28079-10 - 28131,12330,3183,5090,35902,más de 30 min,28079-10,28131,20
28079-10 - 28132,6130,2165,NA,21615,más de 30 min,28079-10,28132,43
28079-10 - 28133,15595,3595,6546,49118,más de 30 min,28079-10,28133,14
28079-10 - 28134,7621,2146,4940,20793,más de 30 min,28079-10,28134,554
28079-10 - 28137,12804,2776,NA,38500,más de 30 min,28079-10,28137,1
28079-10 - 28140,6093,1892,NA,21392,más de 30 min,28079-10,28140,14
28079-10 - 28141,6864,2023,NA,24226,más de 30 min,28079-10,28141,18
28079-10 - 28143,27245,5538,NA,82582,más de 30 min,28079-10,28143,1
28079-10 - 28144,11343,2667,NA,36396,más de 30 min,28079-10,28144,19
28079-10 - 28146,10391,2678,NA,36249,más de 30 min,28079-10,28146,1
28079-10 - 28148,7297,2149,3126,21590,más de 30 min,28079-10,28148,337
28079-10 - 28149,5827,1787,2794,20343,driving_best_guess,28079-10,28149,18
28079-10 - 28150,6209,1929,NA,22119,más de 30 min,28079-10,28150,2
28079-10 - 28151,13872,3327,6916,44118,más de 30 min,28079-10,28151,21
28079-10 - 28152,7178,1874,6831,23120,más de 30 min,28079-10,28152,86
28079-10 - 28153,14429,3636,7451,46341,más de 30 min,28079-10,28153,8
28079-10 - 28154,9446,2657,6134,29601,más de 30 min,28079-10,28154,11
28079-10 - 28160,8712,2258,3650,27051,más de 30 min,28079-10,28160,12
28079-10 - 28161,6693,1679,3306,21283,driving_best_guess,28079-10,28161,127
28079-10 - 28162,10978,2948,6251,32195,más de 30 min,28079-10,28162,11
28079-10 - 28164,11131,2837,5651,33960,más de 30 min,28079-10,28164,4
28079-10 - 28165,10345,2746,NA,35584,más de 30 min,28079-10,28165,1
28079-10 - 28167,6756,1782,NA,21863,driving_best_guess,28079-10,28167,18
28079-10 - 28168,14010,2838,6976,39403,más de 30 min,28079-10,28168,2
28079-10 - 28169,14615,2953,6491,43606,más de 30 min,28079-10,28169,4
28079-10 - 28170,10084,3009,NA,36001,más de 30 min,28079-10,28170,1
28079-10 - 28171,11114,3246,NA,42435,más de 30 min,28079-10,28171,5
28079-10 - 28172,11455,2815,7316,34738,más de 30 min,28079-10,28172,3
28079-10 - 28173,14762,3293,NA,49502,más de 30 min,28079-10,28173,1
28079-10 - 28174,7621,2128,NA,28339,más de 30 min,28079-10,28174,2
28079-10 - 28175,8949,2300,NA,30694,más de 30 min,28079-10,28175,5
28079-10 - 28176,6123,2137,7070,20054,más de 30 min,28079-10,28176,87
28079-10 - 28177,6338,2124,3998,20708,más de 30 min,28079-10,28177,47
28079-10 - 28178,7857,2069,NA,27161,más de 30 min,28079-10,28178,11
28079-10 - 28180,13187,2861,NA,42955,más de 30 min,28079-10,28180,6
28079-10 - 28181,3648,1460,2263,13322,driving_best_guess,28079-10,28181,177
28079-10 - 28183,12320,3260,5570,37902,más de 30 min,28079-10,28183,1
28079-10 - 28901,19409,3420,8051,57044,más de 30 min,28079-10,28901,8
28079-10 - 28902,19286,3889,9163,59424,más de 30 min,28079-10,28902,2
28079-10 - 28903,7071,1825,3402,21133,más de 30 min,28079-10,28903,606
28079-11 - 28002,8964,2133,5880,28895,más de 30 min,28079-11,28002,56
28079-11 - 28004,6531,1947,NA,24236,más de 30 min,28079-11,28004,8
28079-11 - 28005,9249,2722,5322,30031,más de 30 min,28079-11,28005,431
28079-11 - 28006,6628,1833,4384,18465,más de 30 min,28079-11,28006,1699
28079-11 - 28007,2417,1134,2776,7312,driving_best_guess,28079-11,28007,904
28079-11 - 28008,8837,2643,NA,33083,más de 30 min,28079-11,28008,2
28079-11 - 28009,9889,2548,7200,28866,más de 30 min,28079-11,28009,101
28079-11 - 28010,11043,2614,6702,35164,más de 30 min,28079-11,28010,11
28079-11 - 28012,12027,2871,NA,37681,más de 30 min,28079-11,28012,2
28079-11 - 28013,9800,2636,5622,36750,más de 30 min,28079-11,28013,168
28079-11 - 28014,6263,1969,6074,23931,más de 30 min,28079-11,28014,298
28079-11 - 28015,5058,1606,NA,15927,driving_best_guess,28079-11,28015,90
28079-11 - 28017,5686,1775,NA,21672,driving_best_guess,28079-11,28017,2
28079-11 - 28018,14632,2758,NA,39225,más de 30 min,28079-11,28018,3
28079-11 - 28019,12325,2988,NA,39832,más de 30 min,28079-11,28019,1
28079-11 - 28021,17295,3671,8897,53689,más de 30 min,28079-11,28021,1
28079-11 - 28022,3558,1280,5900,11239,driving_best_guess,28079-11,28022,553
28079-11 - 28023,13615,3399,NA,40338,más de 30 min,28079-11,28023,4
28079-11 - 28024,23290,4244,14743,71437,más de 30 min,28079-11,28024,4
28079-11 - 28025,14198,3677,NA,49803,más de 30 min,28079-11,28025,1
28079-11 - 28026,6017,1811,4541,19100,más de 30 min,28079-11,28026,29
28079-11 - 28028,15379,4433,NA,48628,más de 30 min,28079-11,28028,5
28079-11 - 28030,17250,3564,8263,51761,más de 30 min,28079-11,28030,1
28079-11 - 28031,15347,4044,NA,53018,más de 30 min,28079-11,28031,2
28079-11 - 28032,10620,2526,6741,34336,más de 30 min,28079-11,28032,18
28079-11 - 28033,8148,2431,NA,28849,más de 30 min,28079-11,28033,9
28079-11 - 28035,11465,3111,NA,40959,más de 30 min,28079-11,28035,4
28079-11 - 28036,5311,1789,NA,20205,driving_best_guess,28079-11,28036,9
28079-11 - 28037,16646,4385,NA,57101,más de 30 min,28079-11,28037,1
28079-11 - 28038,17129,3281,7722,43349,más de 30 min,28079-11,28038,4
28079-11 - 28040,6858,2243,4962,24173,más de 30 min,28079-11,28040,205
28079-11 - 28041,9925,2496,6840,29138,más de 30 min,28079-11,28041,5
28079-11 - 28042,10858,2484,6350,36230,más de 30 min,28079-11,28042,4
28079-11 - 28043,11555,3198,NA,37712,más de 30 min,28079-11,28043,5
28079-11 - 28044,9851,2451,NA,26671,más de 30 min,28079-11,28044,17
28079-11 - 28045,9907,2805,10336,30085,más de 30 min,28079-11,28045,77
28079-11 - 28046,15155,2686,7062,37708,más de 30 min,28079-11,28046,11
28079-11 - 28047,10041,2293,5925,31592,más de 30 min,28079-11,28047,95
28079-11 - 28049,5126,1599,4002,14920,driving_best_guess,28079-11,28049,454
28079-11 - 28050,5010,1981,NA,18679,más de 30 min,28079-11,28050,13
28079-11 - 28051,10734,2423,5089,35325,más de 30 min,28079-11,28051,4
28079-11 - 28052,10856,3337,NA,34546,más de 30 min,28079-11,28052,3
28079-11 - 28053,9478,2452,6240,30560,más de 30 min,28079-11,28053,63
28079-11 - 28054,11577,3573,NA,35919,más de 30 min,28079-11,28054,17
28079-11 - 28055,14182,3492,NA,50788,más de 30 min,28079-11,28055,7
28079-11 - 28057,10613,2702,7221,34938,más de 30 min,28079-11,28057,5
28079-11 - 28058,2639,1398,3762,9796,driving_best_guess,28079-11,28058,799
28079-11 - 28059,10101,2731,6523,31406,más de 30 min,28079-11,28059,12
28079-11 - 28060,14758,3091,NA,51176,más de 30 min,28079-11,28060,1
28079-11 - 28061,9364,2478,5751,27526,más de 30 min,28079-11,28061,48
28079-11 - 28062,20897,4222,10603,61785,más de 30 min,28079-11,28062,3
28079-11 - 28065,2126,1232,3582,8434,driving_best_guess,28079-11,28065,1339
28079-11 - 28066,4535,1712,NA,17224,driving_best_guess,28079-11,28066,119
28079-11 - 28067,13475,3440,9913,43078,más de 30 min,28079-11,28067,10
28079-11 - 28068,12149,2801,8802,37694,más de 30 min,28079-11,28068,18
28079-11 - 28072,9956,2361,NA,29232,más de 30 min,28079-11,28072,6
28079-11 - 28073,3437,1694,3942,12507,driving_best_guess,28079-11,28073,200
28079-11 - 28074,1417,1078,3282,5060,bicycling,28079-11,28074,1525
28079-11 - 28075,8291,2203,NA,26714,más de 30 min,28079-11,28075,43
28079-11 - 28076,22798,4636,11923,67123,más de 30 min,28079-11,28076,1
28079-11 - 28079,1830,1627,1436,4958,transit,28079-11,28079,1674
28079-11 - 28079-01,1438,1622,2257,4366,bicycling,28079-11,28079-01,6334
28079-11 - 28079-02,833,1074,2388,3338,bicycling,28079-11,28079-02,3437
28079-11 - 28079-03,2237,1574,3725,6389,driving_best_guess,28079-11,28079-03,2860
28079-11 - 28079-04,2129,1937,3258,6624,más de 30 min,28079-11,28079-04,5429
28079-11 - 28079-05,2911,1734,3723,9407,driving_best_guess,28079-11,28079-05,5085
28079-11 - 28079-06,3341,1974,3698,8965,más de 30 min,28079-11,28079-06,3739
28079-11 - 28079-07,2498,1709,3732,6424,driving_best_guess,28079-11,28079-07,4117
28079-11 - 28079-08,4264,1860,NA,16455,más de 30 min,28079-11,28079-08,3397
28079-11 - 28079-09,2147,1089,6302,6977,driving_best_guess,28079-11,28079-09,3817
28079-11 - 28079-10,956,942,2138,2585,bicycling,28079-11,28079-10,2329
28079-11 - 28079-11,0,0,0,0,walking,28079-11,28079-11,6263
28079-11 - 28079-12,914,907,2935,3221,bicycling,28079-11,28079-12,1870
28079-11 - 28079-13,2081,1246,3374,6583,driving_best_guess,28079-11,28079-13,1484
28079-11 - 28079-14,2563,1413,3596,7666,driving_best_guess,28079-11,28079-14,534
28079-11 - 28079-15,3220,1457,4354,10036,driving_best_guess,28079-11,28079-15,2671
28079-11 - 28079-16,3755,1714,4288,11869,driving_best_guess,28079-11,28079-16,3168
28079-11 - 28079-17,1593,1254,2991,4972,bicycling,28079-11,28079-17,2022
28079-11 - 28079-18,3526,1189,4314,11127,driving_best_guess,28079-11,28079-18,1384
28079-11 - 28079-19,4537,1823,5139,13060,más de 30 min,28079-11,28079-19,293
28079-11 - 28079-20,4571,1727,4317,10543,driving_best_guess,28079-11,28079-20,3599
28079-11 - 28079-21,5868,1787,5181,14034,driving_best_guess,28079-11,28079-21,1653
28079-11 - 28080,4815,1518,6480,14212,driving_best_guess,28079-11,28080,720
28079-11 - 28082,12645,3237,NA,40491,más de 30 min,28079-11,28082,4
28079-11 - 28083,11139,2668,5322,36414,más de 30 min,28079-11,28083,19
28079-11 - 28084,6350,2017,NA,20620,más de 30 min,28079-11,28084,73
28079-11 - 28085,14148,3618,NA,44820,más de 30 min,28079-11,28085,3
28079-11 - 28086,13144,2899,6943,37892,más de 30 min,28079-11,28086,4
28079-11 - 28087,12918,3042,7302,40427,más de 30 min,28079-11,28087,1
28079-11 - 28089,4000,1499,NA,14691,driving_best_guess,28079-11,28089,17
28079-11 - 28090,14011,2689,NA,35205,más de 30 min,28079-11,28090,15
28079-11 - 28091,7961,2332,NA,28086,más de 30 min,28079-11,28091,6
28079-11 - 28092,3374,1486,3605,10562,driving_best_guess,28079-11,28092,580
28079-11 - 28093,16406,NA,NA,42386,más de 30 min,28079-11,28093,7
28079-11 - 28094,14725,3666,10453,47017,más de 30 min,28079-11,28094,1
28079-11 - 28095,9681,2638,5940,31538,más de 30 min,28079-11,28095,3
28079-11 - 28096,6172,1695,4911,21766,driving_best_guess,28079-11,28096,98
28079-11 - 28099,11695,2517,5629,38043,más de 30 min,28079-11,28099,6
28079-11 - 28100,10961,3215,NA,38900,más de 30 min,28079-11,28100,9
28079-11 - 28101,12096,3445,NA,41951,más de 30 min,28079-11,28101,1
28079-11 - 28102,11329,3268,NA,41134,más de 30 min,28079-11,28102,1
28079-11 - 28104,7687,2033,5475,26874,más de 30 min,28079-11,28104,59
28079-11 - 28106,4159,1512,4667,14980,driving_best_guess,28079-11,28106,185
28079-11 - 28108,13431,3018,7423,39640,más de 30 min,28079-11,28108,5
28079-11 - 28109,13704,3098,7124,44329,más de 30 min,28079-11,28109,3
28079-11 - 28110,9219,2406,NA,33468,más de 30 min,28079-11,28110,3
28079-11 - 28113,4549,1540,4362,15315,driving_best_guess,28079-11,28113,232
28079-11 - 28114,22049,4065,8063,69307,más de 30 min,28079-11,28114,1
28079-11 - 28115,2163,1169,3525,7910,driving_best_guess,28079-11,28115,2243
28079-11 - 28116,9680,2833,NA,33921,más de 30 min,28079-11,28116,1
28079-11 - 28119,6873,1966,NA,23392,más de 30 min,28079-11,28119,5
28079-11 - 28121,15610,3250,9973,46752,más de 30 min,28079-11,28121,1
28079-11 - 28122,13179,3297,7920,39385,más de 30 min,28079-11,28122,1
28079-11 - 28123,5258,1740,5156,17689,driving_best_guess,28079-11,28123,324
28079-11 - 28125,13319,3394,6900,42330,más de 30 min,28079-11,28125,3
28079-11 - 28127,5306,1593,4260,15461,driving_best_guess,28079-11,28127,1166
28079-11 - 28128,16817,4071,NA,57407,más de 30 min,28079-11,28128,19
28079-11 - 28129,10568,2663,6283,33438,más de 30 min,28079-11,28129,31
28079-11 - 28130,6093,1770,5988,18381,driving_best_guess,28079-11,28130,272
28079-11 - 28131,12326,3220,6600,37191,más de 30 min,28079-11,28131,23
28079-11 - 28132,5607,2018,NA,20422,más de 30 min,28079-11,28132,60
28079-11 - 28133,15592,3531,7669,49249,más de 30 min,28079-11,28133,2
28079-11 - 28134,7998,2319,6112,22421,más de 30 min,28079-11,28134,553
28079-11 - 28140,4993,1658,NA,19063,driving_best_guess,28079-11,28140,16
28079-11 - 28141,6725,1958,NA,23937,más de 30 min,28079-11,28141,12
28079-11 - 28144,11719,2956,NA,38307,más de 30 min,28079-11,28144,25
28079-11 - 28145,12339,3273,7483,39593,más de 30 min,28079-11,28145,2
28079-11 - 28146,9867,2663,NA,35559,más de 30 min,28079-11,28146,4
28079-11 - 28148,7158,2154,4482,22200,más de 30 min,28079-11,28148,382
28079-11 - 28149,4726,1554,3295,18014,driving_best_guess,28079-11,28149,27
28079-11 - 28150,5109,1696,NA,19790,driving_best_guess,28079-11,28150,8
28079-11 - 28151,14248,3502,8208,45747,más de 30 min,28079-11,28151,29
28079-11 - 28152,7805,1912,8281,24408,más de 30 min,28079-11,28152,86
28079-11 - 28153,14805,3811,8743,47970,más de 30 min,28079-11,28153,5
28079-11 - 28154,9308,2624,6981,30210,más de 30 min,28079-11,28154,17
28079-11 - 28156,12613,3719,9360,42246,más de 30 min,28079-11,28156,1
28079-11 - 28157,11203,2806,NA,37134,más de 30 min,28079-11,28157,2
28079-11 - 28159,14774,3657,7605,46692,más de 30 min,28079-11,28159,1
28079-11 - 28160,8709,2219,5640,27182,más de 30 min,28079-11,28160,14
28079-11 - 28161,5358,1531,4662,19812,driving_best_guess,28079-11,28161,215
28079-11 - 28162,11354,3123,8760,33823,más de 30 min,28079-11,28162,7
28079-11 - 28164,11508,3012,6943,35589,más de 30 min,28079-11,28164,3
28079-11 - 28165,9821,2730,NA,34894,más de 30 min,28079-11,28165,2
28079-11 - 28166,10573,3048,7941,34547,más de 30 min,28079-11,28166,1
28079-11 - 28167,6618,1810,NA,22473,más de 30 min,28079-11,28167,15
28079-11 - 28168,14387,3014,8268,41032,más de 30 min,28079-11,28168,2
28079-11 - 28169,14992,3130,7363,45235,más de 30 min,28079-11,28169,2
28079-11 - 28171,10975,3273,NA,41258,más de 30 min,28079-11,28171,8
28079-11 - 28172,11316,2781,8283,35348,más de 30 min,28079-11,28172,6
28079-11 - 28173,14238,3278,NA,48308,más de 30 min,28079-11,28173,1
28079-11 - 28174,7482,2154,NA,27162,más de 30 min,28079-11,28174,3
28079-11 - 28176,6119,2072,9240,20184,más de 30 min,28079-11,28176,70
28079-11 - 28177,7009,2086,5988,21997,más de 30 min,28079-11,28177,41
28079-11 - 28178,7854,2004,NA,27291,más de 30 min,28079-11,28178,6
28079-11 - 28180,12663,2846,NA,42265,más de 30 min,28079-11,28180,9
28079-11 - 28181,3509,1391,3386,12569,driving_best_guess,28079-11,28181,129
28079-11 - 28182,22623,4148,11923,69695,más de 30 min,28079-11,28182,1
28079-11 - 28183,12316,3220,7620,38032,más de 30 min,28079-11,28183,2
28079-11 - 28901,19786,3597,9343,58672,más de 30 min,28079-11,28901,5
28079-11 - 28902,19662,4066,10455,61053,más de 30 min,28079-11,28902,1
28079-11 - 28903,7448,2109,4783,23045,más de 30 min,28079-11,28903,574
28079-12 - 28001,24907,4010,15071,75431,más de 30 min,28079-12,28001,2
28079-12 - 28002,8158,1970,5180,26570,más de 30 min,28079-12,28002,35
28079-12 - 28004,7694,1897,NA,27294,más de 30 min,28079-12,28004,6
28079-12 - 28005,8442,2560,4040,27705,más de 30 min,28079-12,28005,288
28079-12 - 28006,6561,1457,3671,16797,driving_best_guess,28079-12,28006,838
28079-12 - 28007,3621,1100,3064,10163,driving_best_guess,28079-12,28007,457
28079-12 - 28008,10000,2608,NA,35934,más de 30 min,28079-12,28008,1
28079-12 - 28009,9822,2166,6194,27411,más de 30 min,28079-12,28009,53
28079-12 - 28010,11179,2664,5729,36653,más de 30 min,28079-12,28010,7
28079-12 - 28011,11830,3237,NA,41302,más de 30 min,28079-12,28011,1
28079-12 - 28013,9280,2511,4400,34687,más de 30 min,28079-12,28013,92
28079-12 - 28014,5842,1806,5165,21768,más de 30 min,28079-12,28014,153
28079-12 - 28015,5818,1574,NA,18778,driving_best_guess,28079-12,28015,51
28079-12 - 28018,14565,2808,NA,40713,más de 30 min,28079-12,28018,1
28079-12 - 28022,4721,1245,6293,13871,driving_best_guess,28079-12,28022,180
28079-12 - 28023,13548,3197,NA,41123,más de 30 min,28079-12,28023,2
28079-12 - 28026,7180,1862,5023,21732,más de 30 min,28079-12,28026,14
28079-12 - 28027,20887,3461,9590,64124,más de 30 min,28079-12,28027,1
28079-12 - 28028,15312,4243,NA,47333,más de 30 min,28079-12,28028,2
28079-12 - 28030,17183,3176,8231,50306,más de 30 min,28079-12,28030,1
28079-12 - 28031,16510,4095,NA,55869,más de 30 min,28079-12,28031,2
28079-12 - 28032,9814,2358,5735,32011,más de 30 min,28079-12,28032,16
28079-12 - 28033,7727,2209,NA,26686,más de 30 min,28079-12,28033,6
28079-12 - 28034,19365,3939,10691,57044,más de 30 min,28079-12,28034,2
28079-12 - 28035,11044,2947,NA,38796,más de 30 min,28079-12,28035,2
28079-12 - 28036,6093,1631,NA,22006,driving_best_guess,28079-12,28036,7
28079-12 - 28038,17062,3332,6749,44838,más de 30 min,28079-12,28038,5
28079-12 - 28040,6476,2095,3740,22709,más de 30 min,28079-12,28040,145
28079-12 - 28041,8337,2319,5834,27683,más de 30 min,28079-12,28041,11
28079-12 - 28042,12021,2535,7756,38862,más de 30 min,28079-12,28042,2
28079-12 - 28043,11134,3034,NA,35649,más de 30 min,28079-12,28043,4
28079-12 - 28044,9610,2589,NA,28160,más de 30 min,28079-12,28044,11
28079-12 - 28045,9840,2604,9572,28790,más de 30 min,28079-12,28045,49
28079-12 - 28046,15088,2736,6089,39197,más de 30 min,28079-12,28046,5
28079-12 - 28047,10177,2341,5196,33081,más de 30 min,28079-12,28047,49
28079-12 - 28048,11188,3024,NA,35597,más de 30 min,28079-12,28048,1
28079-12 - 28049,4320,1433,2780,12595,driving_best_guess,28079-12,28049,231
28079-12 - 28050,5792,1874,NA,20480,más de 30 min,28079-12,28050,8
28079-12 - 28051,11897,2474,5571,37957,más de 30 min,28079-12,28051,1
28079-12 - 28052,10434,3422,NA,32483,más de 30 min,28079-12,28052,2
28079-12 - 28053,8672,2288,5420,28235,más de 30 min,28079-12,28053,21
28079-12 - 28054,11713,3632,NA,37408,más de 30 min,28079-12,28054,10
28079-12 - 28055,13761,3327,NA,48625,más de 30 min,28079-12,28055,1
28079-12 - 28057,9807,2536,6215,33073,más de 30 min,28079-12,28057,1
28079-12 - 28058,3421,1349,2240,11597,driving_best_guess,28079-12,28058,898
28079-12 - 28059,10034,2353,5951,29951,más de 30 min,28079-12,28059,4
28079-12 - 28061,9500,2536,4518,29015,más de 30 min,28079-12,28061,24
28079-12 - 28065,2337,1073,2060,8044,driving_best_guess,28079-12,28065,771
28079-12 - 28066,5317,1662,NA,19025,driving_best_guess,28079-12,28066,42
28079-12 - 28067,13408,3240,9311,41783,más de 30 min,28079-12,28067,4
28079-12 - 28068,12285,2849,5907,39183,más de 30 min,28079-12,28068,7
28079-12 - 28072,10092,2409,NA,30721,más de 30 min,28079-12,28072,7
28079-12 - 28073,4219,1536,2420,14308,driving_best_guess,28079-12,28073,76
28079-12 - 28074,2199,1117,1760,7722,transit,28079-12,28074,752
28079-12 - 28075,7484,1980,NA,24388,más de 30 min,28079-12,28075,16
28079-12 - 28079,1763,1278,1400,3670,bicycling,28079-12,28079,1001
28079-12 - 28079-01,1334,1252,2260,3079,bicycling,28079-12,28079-01,3057
28079-12 - 28079-02,620,703,1898,1798,walking,28079-12,28079-02,1989
28079-12 - 28079-03,1432,1186,2200,4186,bicycling,28079-12,28079-03,1690
28079-12 - 28079-04,1550,1566,2856,5102,bicycling,28079-12,28079-04,2742
28079-12 - 28079-05,2332,1346,3151,8192,driving_best_guess,28079-12,28079-05,2824
28079-12 - 28079-06,2371,1772,3093,7632,driving_best_guess,28079-12,28079-06,1942
28079-12 - 28079-07,2431,1432,2499,5357,driving_best_guess,28079-12,28079-07,2056
28079-12 - 28079-08,4197,1650,NA,15864,driving_best_guess,28079-12,28079-08,1632
28079-12 - 28079-09,2087,1099,5069,6699,driving_best_guess,28079-12,28079-09,1746
28079-12 - 28079-10,1114,1049,1750,3442,bicycling,28079-12,28079-10,809
28079-12 - 28079-11,1284,815,2850,3453,bicycling,28079-12,28079-11,1411
28079-12 - 28079-12,0,9,0,0,walking,28079-12,28079-12,3018
28079-12 - 28079-13,1328,874,2870,3802,bicycling,28079-12,28079-13,912
28079-12 - 28079-14,1809,1045,2590,5233,driving_best_guess,28079-12,28079-14,302
28079-12 - 28079-15,2641,1066,3348,8248,driving_best_guess,28079-12,28079-15,1397
28079-12 - 28079-16,3176,1342,3282,10414,driving_best_guess,28079-12,28079-16,1759
28079-12 - 28079-17,1226,927,2616,3614,bicycling,28079-12,28079-17,1477
28079-12 - 28079-18,2720,1005,3308,8667,driving_best_guess,28079-12,28079-18,921
28079-12 - 28079-19,3731,1631,4133,10735,driving_best_guess,28079-12,28079-19,214
28079-12 - 28079-20,3765,1338,3387,8351,driving_best_guess,28079-12,28079-20,1872
28079-12 - 28079-21,5062,1625,4534,12063,driving_best_guess,28079-12,28079-21,829
28079-12 - 28080,4951,1577,5247,15701,driving_best_guess,28079-12,28080,303
28079-12 - 28082,12578,3036,NA,39196,más de 30 min,28079-12,28082,4
28079-12 - 28083,10332,2503,4316,34089,más de 30 min,28079-12,28083,18
28079-12 - 28084,5544,1785,NA,18295,driving_best_guess,28079-12,28084,49
28079-12 - 28085,14081,3428,NA,43525,más de 30 min,28079-12,28085,1
28079-12 - 28086,13077,2517,6191,36437,más de 30 min,28079-12,28086,3
