route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
28079-12 - 28087,13054,3090,6329,41916,más de 30 min,28079-12,28087,4
28079-12 - 28089,4782,1446,NA,16614,driving_best_guess,28079-12,28089,19
28079-12 - 28090,13944,2739,NA,36694,más de 30 min,28079-12,28090,3
28079-12 - 28091,7540,2168,NA,26023,más de 30 min,28079-12,28091,2
28079-12 - 28092,4244,1452,3893,13413,driving_best_guess,28079-12,28092,277
28079-12 - 28094,14658,3275,9851,45722,más de 30 min,28079-12,28094,1
28079-12 - 28096,7335,1660,5188,24617,driving_best_guess,28079-12,28096,56
28079-12 - 28100,10540,2996,NA,36737,más de 30 min,28079-12,28100,4
28079-12 - 28101,11674,3247,NA,39788,más de 30 min,28079-12,28101,1
28079-12 - 28102,10908,3048,NA,38971,más de 30 min,28079-12,28102,1
28079-12 - 28104,6880,1869,4454,24549,más de 30 min,28079-12,28104,43
28079-12 - 28106,4941,1351,3145,15859,driving_best_guess,28079-12,28106,110
28079-12 - 28110,8798,2242,NA,31305,más de 30 min,28079-12,28110,3
28079-12 - 28113,4167,1383,3140,13851,driving_best_guess,28079-12,28113,155
28079-12 - 28115,3440,1365,NA,10516,driving_best_guess,28079-12,28115,875
28079-12 - 28116,9259,2615,NA,31758,más de 30 min,28079-12,28116,1
28079-12 - 28119,8036,2017,NA,26024,más de 30 min,28079-12,28119,2
28079-12 - 28122,13111,3130,6914,37930,más de 30 min,28079-12,28122,1
28079-12 - 28123,4452,1575,4247,15229,driving_best_guess,28079-12,28123,206
28079-12 - 28125,14482,3448,5667,44962,más de 30 min,28079-12,28125,1
28079-12 - 28127,5442,1568,3027,16950,driving_best_guess,28079-12,28127,529
28079-12 - 28128,17980,4121,NA,60258,más de 30 min,28079-12,28128,6
28079-12 - 28129,10501,2283,5531,32143,más de 30 min,28079-12,28129,32
28079-12 - 28130,5287,1584,4766,16056,driving_best_guess,28079-12,28130,160
28079-12 - 28131,13242,3267,5247,38680,más de 30 min,28079-12,28131,9
28079-12 - 28132,5186,1870,NA,18359,más de 30 min,28079-12,28132,57
28079-12 - 28133,16755,3582,8151,51880,más de 30 min,28079-12,28133,3
28079-12 - 28134,7931,1941,5660,20966,más de 30 min,28079-12,28134,312
28079-12 - 28135,18980,4145,7486,52114,más de 30 min,28079-12,28135,1
28079-12 - 28140,5775,1610,NA,20864,driving_best_guess,28079-12,28140,4
28079-12 - 28141,7888,2009,NA,26825,más de 30 min,28079-12,28141,6
28079-12 - 28144,11652,2754,NA,37012,más de 30 min,28079-12,28144,20
28079-12 - 28145,12272,2894,6911,38138,más de 30 min,28079-12,28145,2
28079-12 - 28146,9446,2499,NA,33396,más de 30 min,28079-12,28146,2
28079-12 - 28148,6352,1978,3260,19875,más de 30 min,28079-12,28148,200
28079-12 - 28149,5508,1397,2511,19815,driving_best_guess,28079-12,28149,31
28079-12 - 28150,5775,1537,NA,20484,driving_best_guess,28079-12,28150,6
28079-12 - 28151,14181,3116,7636,44292,más de 30 min,28079-12,28151,9
28079-12 - 28152,7941,1959,7588,25897,más de 30 min,28079-12,28152,33
28079-12 - 28153,14738,3424,8171,46515,más de 30 min,28079-12,28153,7
28079-12 - 28154,8502,2465,5975,27885,más de 30 min,28079-12,28154,5
28079-12 - 28160,9872,2278,4407,29813,más de 30 min,28079-12,28160,8
28079-12 - 28161,5450,1384,3440,18348,driving_best_guess,28079-12,28161,181
28079-12 - 28162,11287,2739,6971,32368,más de 30 min,28079-12,28162,8
28079-12 - 28164,11440,2632,6371,34133,más de 30 min,28079-12,28164,2
28079-12 - 28165,9400,2567,NA,32731,más de 30 min,28079-12,28165,1
28079-12 - 28167,5812,1587,NA,20147,driving_best_guess,28079-12,28167,11
28079-12 - 28171,12138,3238,NA,44109,más de 30 min,28079-12,28171,3
28079-12 - 28172,10510,2618,7157,33023,más de 30 min,28079-12,28172,5
28079-12 - 28174,8645,2120,NA,30013,más de 30 min,28079-12,28174,2
28079-12 - 28176,7282,2123,7887,22816,más de 30 min,28079-12,28176,29
28079-12 - 28177,7101,2144,4755,23486,más de 30 min,28079-12,28177,20
28079-12 - 28178,9017,2055,NA,29923,más de 30 min,28079-12,28178,3
28079-12 - 28179,10640,2915,NA,37052,más de 30 min,28079-12,28179,2
28079-12 - 28180,12242,2681,NA,40102,más de 30 min,28079-12,28180,7
28079-12 - 28181,4672,1446,3868,15457,driving_best_guess,28079-12,28181,55
28079-12 - 28183,13479,3280,6387,40664,más de 30 min,28079-12,28183,1
28079-12 - 28901,19719,3214,8771,57217,más de 30 min,28079-12,28901,3
28079-12 - 28903,7381,1909,3756,21750,más de 30 min,28079-12,28903,250
28079-13 - 28002,6930,1614,3679,23142,driving_best_guess,28079-13,28002,64
28079-13 - 28004,8784,2144,NA,30053,más de 30 min,28079-13,28004,12
28079-13 - 28005,7214,2225,2599,24277,más de 30 min,28079-13,28005,522
28079-13 - 28006,4595,1139,3199,15339,driving_best_guess,28079-13,28006,1645
28079-13 - 28007,4973,1346,3039,13469,driving_best_guess,28079-13,28007,660
28079-13 - 28008,11091,2861,NA,39240,más de 30 min,28079-13,28008,2
28079-13 - 28009,7890,1848,5479,25953,más de 30 min,28079-13,28009,117
28079-13 - 28010,11672,2674,5179,38014,más de 30 min,28079-13,28010,17
28079-13 - 28012,9992,2378,NA,31928,más de 30 min,28079-13,28012,1
28079-13 - 28013,9460,2495,4159,35144,más de 30 min,28079-13,28013,136
28079-13 - 28014,5266,1387,3411,18641,driving_best_guess,28079-13,28014,519
28079-13 - 28015,7312,1821,NA,22084,más de 30 min,28079-13,28015,89
28079-13 - 28018,15059,2819,NA,42074,más de 30 min,28079-13,28018,6
28079-13 - 28019,11481,2408,NA,37001,más de 30 min,28079-13,28019,2
28079-13 - 28022,5677,1485,6023,16864,driving_best_guess,28079-13,28022,257
28079-13 - 28023,14042,2850,NA,40650,más de 30 min,28079-13,28023,2
28079-13 - 28024,21463,3538,13639,68524,más de 30 min,28079-13,28024,4
28079-13 - 28025,13201,3099,NA,44513,más de 30 min,28079-13,28025,4
28079-13 - 28026,8136,2106,5146,24725,más de 30 min,28079-13,28026,11
28079-13 - 28027,19126,3148,9118,62666,más de 30 min,28079-13,28027,1
28079-13 - 28028,15806,3886,NA,46860,más de 30 min,28079-13,28028,4
28079-13 - 28030,17677,2857,7759,48848,más de 30 min,28079-13,28030,3
28079-13 - 28032,8585,2028,4219,28583,más de 30 min,28079-13,28032,20
28079-13 - 28033,7151,1889,NA,23559,más de 30 min,28079-13,28033,19
28079-13 - 28035,10468,2532,NA,35669,más de 30 min,28079-13,28035,5
28079-13 - 28036,7036,1932,NA,24765,más de 30 min,28079-13,28036,8
28079-13 - 28038,17555,3342,6199,46199,más de 30 min,28079-13,28038,8
28079-13 - 28040,6954,2104,3499,24749,más de 30 min,28079-13,28040,294
28079-13 - 28041,7109,2000,5119,26225,más de 30 min,28079-13,28041,15
28079-13 - 28042,12977,2781,6851,41855,más de 30 min,28079-13,28042,6
28079-13 - 28043,10711,2619,NA,35673,más de 30 min,28079-13,28043,10
28079-13 - 28044,10104,2598,NA,29521,más de 30 min,28079-13,28044,7
28079-13 - 28045,10333,2253,9674,28317,más de 30 min,28079-13,28045,64
28079-13 - 28046,15582,2747,5539,40558,más de 30 min,28079-13,28046,3
28079-13 - 28047,10670,2350,4459,34442,más de 30 min,28079-13,28047,67
28079-13 - 28049,3092,1080,1339,9167,transit,28079-13,28049,602
28079-13 - 28050,6735,2175,NA,23239,más de 30 min,28079-13,28050,14
28079-13 - 28051,12853,2720,5694,40950,más de 30 min,28079-13,28051,3
28079-13 - 28052,10012,2758,NA,32575,más de 30 min,28079-13,28052,9
28079-13 - 28053,7444,1934,3919,24807,más de 30 min,28079-13,28053,66
28079-13 - 28054,12206,3662,NA,38769,más de 30 min,28079-13,28054,12
28079-13 - 28055,13185,2913,NA,45498,más de 30 min,28079-13,28055,12
28079-13 - 28058,4364,1595,2394,14356,driving_best_guess,28079-13,28058,580
28079-13 - 28059,8102,2034,5479,28493,más de 30 min,28079-13,28059,12
28079-13 - 28060,13761,2512,NA,45885,más de 30 min,28079-13,28060,2
28079-13 - 28061,9994,2619,4810,30376,más de 30 min,28079-13,28061,35
28079-13 - 28062,21323,3517,9499,58837,más de 30 min,28079-13,28062,1
28079-13 - 28065,3014,1373,2214,10803,driving_best_guess,28079-13,28065,1007
28079-13 - 28066,6260,1907,NA,21784,más de 30 min,28079-13,28066,79
28079-13 - 28067,13901,2860,8899,41310,más de 30 min,28079-13,28067,6
28079-13 - 28068,12779,2858,7279,40544,más de 30 min,28079-13,28068,7
28079-13 - 28070,22428,3628,13879,71563,más de 30 min,28079-13,28070,2
28079-13 - 28072,10586,2418,NA,32082,más de 30 min,28079-13,28072,9
28079-13 - 28073,5162,1837,2574,17067,más de 30 min,28079-13,28073,150
28079-13 - 28074,3142,1363,1914,10481,driving_best_guess,28079-13,28074,936
28079-13 - 28075,6256,1663,NA,20960,driving_best_guess,28079-13,28075,60
28079-13 - 28079,1232,1326,919,3780,bicycling,28079-13,28079,1759
28079-13 - 28079-01,1262,1352,1960,3745,bicycling,28079-13,28079-01,5302
28079-13 - 28079-02,1114,712,1629,3467,bicycling,28079-13,28079-02,2814
28079-13 - 28079-03,1100,869,2628,2868,bicycling,28079-13,28079-03,3694
28079-13 - 28079-04,1423,1266,1698,4629,bicycling,28079-13,28079-04,5201
28079-13 - 28079-05,2205,1025,2439,7719,driving_best_guess,28079-13,28079-05,5231
28079-13 - 28079-06,2243,1426,2884,7801,driving_best_guess,28079-13,28079-06,3577
28079-13 - 28079-07,1868,1439,3013,5653,driving_best_guess,28079-13,28079-07,3772
28079-13 - 28079-08,4691,1660,NA,16209,driving_best_guess,28079-13,28079-08,3264
28079-13 - 28079-09,2581,1108,5583,8060,driving_best_guess,28079-13,28079-09,2937
28079-13 - 28079-10,2228,1192,1957,6253,driving_best_guess,28079-13,28079-10,1093
28079-13 - 28079-11,2441,1167,3240,6837,driving_best_guess,28079-13,28079-11,1519
28079-13 - 28079-12,1201,916,2552,3840,bicycling,28079-13,28079-12,1077
28079-13 - 28079-13,0,0,0,0,walking,28079-13,28079-13,5659
28079-13 - 28079-14,868,652,2681,2232,bicycling,28079-13,28079-14,1028
28079-13 - 28079-15,3219,747,3368,6160,driving_best_guess,28079-13,28079-15,2582
28079-13 - 28079-16,3968,1022,2451,8757,driving_best_guess,28079-13,28079-16,3230
28079-13 - 28079-17,1860,1165,1941,5909,driving_best_guess,28079-13,28079-17,1630
28079-13 - 28079-18,1902,834,2561,5540,driving_best_guess,28079-13,28079-18,2721
28079-13 - 28079-19,2503,1217,2337,7298,driving_best_guess,28079-13,28079-19,506
28079-13 - 28079-20,2537,1019,3906,5564,driving_best_guess,28079-13,28079-20,3616
28079-13 - 28079-21,3834,1266,4331,9373,driving_best_guess,28079-13,28079-21,1704
28079-13 - 28080,5445,1664,5599,17062,driving_best_guess,28079-13,28080,429
28079-13 - 28082,13072,2682,NA,38723,más de 30 min,28079-13,28082,6
28079-13 - 28083,9104,2175,4360,30661,más de 30 min,28079-13,28083,40
28079-13 - 28084,4315,1472,NA,14867,driving_best_guess,28079-13,28084,110
28079-13 - 28085,14575,3076,NA,43052,más de 30 min,28079-13,28085,3
28079-13 - 28086,13571,2196,5719,34979,más de 30 min,28079-13,28086,6
28079-13 - 28087,13547,3099,5779,43277,más de 30 min,28079-13,28087,2
28079-13 - 28089,5725,1694,NA,19373,driving_best_guess,28079-13,28089,10
28079-13 - 28090,14438,2749,NA,38055,más de 30 min,28079-13,28090,8
28079-13 - 28091,6964,1750,NA,24366,driving_best_guess,28079-13,28091,12
28079-13 - 28092,5628,1692,3868,16719,driving_best_guess,28079-13,28092,363
28079-13 - 28093,16832,NA,NA,45236,más de 30 min,28079-13,28093,3
28079-13 - 28096,8426,1911,5163,27923,más de 30 min,28079-13,28096,79
28079-13 - 28099,13814,2814,6234,43668,más de 30 min,28079-13,28099,3
28079-13 - 28100,9964,2681,NA,32966,más de 30 min,28079-13,28100,4
28079-13 - 28101,11098,2906,NA,36017,más de 30 min,28079-13,28101,4
28079-13 - 28102,10332,2727,NA,35844,más de 30 min,28079-13,28102,8
28079-13 - 28104,5652,1510,3619,21121,driving_best_guess,28079-13,28104,81
28079-13 - 28106,5488,1656,3299,18618,driving_best_guess,28079-13,28106,129
28079-13 - 28107,13406,3111,9205,46076,más de 30 min,28079-13,28107,2
28079-13 - 28108,13858,2315,6859,36727,más de 30 min,28079-13,28108,2
28079-13 - 28109,15823,3393,7729,49954,más de 30 min,28079-13,28109,2
28079-13 - 28110,8222,1827,NA,28178,más de 30 min,28079-13,28110,7
28079-13 - 28111,11477,3130,NA,37876,más de 30 min,28079-13,28111,1
28079-13 - 28112,22510,4094,11239,61935,más de 30 min,28079-13,28112,1
28079-13 - 28113,4645,1302,2899,15899,driving_best_guess,28079-13,28113,215
28079-13 - 28115,3934,1469,2574,12147,driving_best_guess,28079-13,28115,1152
28079-13 - 28119,8992,2262,NA,29017,más de 30 min,28079-13,28119,3
28079-13 - 28121,16037,2547,8839,43839,más de 30 min,28079-13,28121,2
28079-13 - 28122,10474,2774,6439,36305,más de 30 min,28079-13,28122,1
28079-13 - 28123,3406,1156,2493,12102,driving_best_guess,28079-13,28123,616
28079-13 - 28125,15438,3697,6079,46863,más de 30 min,28079-13,28125,8
28079-13 - 28127,5936,1577,3319,18311,driving_best_guess,28079-13,28127,807
28079-13 - 28128,19071,4367,NA,63564,más de 30 min,28079-13,28128,6
28079-13 - 28129,10995,1965,5059,31670,más de 30 min,28079-13,28129,29
28079-13 - 28130,4059,1174,3325,12628,driving_best_guess,28079-13,28130,387
28079-13 - 28131,13736,3276,6139,40041,más de 30 min,28079-13,28131,33
28079-13 - 28132,5365,1879,NA,18816,más de 30 min,28079-13,28132,56
28079-13 - 28133,17710,3827,8274,54873,más de 30 min,28079-13,28133,5
28079-13 - 28134,5871,1621,4927,19508,driving_best_guess,28079-13,28134,612
28079-13 - 28137,10631,2252,NA,33357,más de 30 min,28079-13,28137,1
28079-13 - 28140,6717,1849,NA,23623,más de 30 min,28079-13,28140,6
28079-13 - 28141,8979,2254,NA,30354,más de 30 min,28079-13,28141,7
28079-13 - 28144,12146,2408,NA,36539,más de 30 min,28079-13,28144,37
28079-13 - 28145,10284,2575,6439,36680,más de 30 min,28079-13,28145,5
28079-13 - 28146,8870,2084,NA,30269,más de 30 min,28079-13,28146,7
28079-13 - 28147,7227,2333,NA,26191,más de 30 min,28079-13,28147,3
28079-13 - 28148,5124,1616,1819,16447,driving_best_guess,28079-13,28148,373
28079-13 - 28149,6451,1697,4091,22574,driving_best_guess,28079-13,28149,26
28079-13 - 28150,6253,1839,NA,22660,más de 30 min,28079-13,28150,4
28079-13 - 28151,12421,2796,7164,42834,más de 30 min,28079-13,28151,14
28079-13 - 28152,8435,1968,7340,27258,más de 30 min,28079-13,28152,54
28079-13 - 28153,12978,3104,7639,45057,más de 30 min,28079-13,28153,7
28079-13 - 28154,7273,2135,5059,24457,más de 30 min,28079-13,28154,40
28079-13 - 28159,16893,3961,6784,51225,más de 30 min,28079-13,28159,5
28079-13 - 28160,10828,2524,4819,31714,más de 30 min,28079-13,28160,10
28079-13 - 28161,5928,1393,3199,20396,driving_best_guess,28079-13,28161,189
28079-13 - 28162,9419,2417,7039,30910,más de 30 min,28079-13,28162,3
28079-13 - 28164,9453,2315,5899,32675,más de 30 min,28079-13,28164,8
28079-13 - 28165,8824,2151,NA,29604,más de 30 min,28079-13,28165,8
28079-13 - 28167,4584,1268,NA,16719,driving_best_guess,28079-13,28167,41
28079-13 - 28168,14814,2312,7284,38118,más de 30 min,28079-13,28168,1
28079-13 - 28169,15418,2426,6739,42321,más de 30 min,28079-13,28169,2
28079-13 - 28170,9319,2719,NA,33201,más de 30 min,28079-13,28170,1
28079-13 - 28171,13229,3490,NA,47415,más de 30 min,28079-13,28171,6
28079-13 - 28172,9282,2287,5641,29595,más de 30 min,28079-13,28172,10
28079-13 - 28173,13380,2698,NA,45283,más de 30 min,28079-13,28173,1
28079-13 - 28174,9736,2369,NA,33319,más de 30 min,28079-13,28174,2
28079-13 - 28176,8238,2367,8119,25809,más de 30 min,28079-13,28176,54
28079-13 - 28177,7594,2433,5167,24847,más de 30 min,28079-13,28177,41
28079-13 - 28178,9972,2299,NA,32916,más de 30 min,28079-13,28178,11
28079-13 - 28179,10064,2595,NA,33925,más de 30 min,28079-13,28179,1
28079-13 - 28180,11666,2266,NA,36975,más de 30 min,28079-13,28180,16
28079-13 - 28181,5763,1689,3991,18986,driving_best_guess,28079-13,28181,81
28079-13 - 28183,14435,3531,7021,42565,más de 30 min,28079-13,28183,1
28079-13 - 28901,20212,2894,8299,55759,más de 30 min,28079-13,28901,5
28079-13 - 28903,7874,1560,2959,21277,driving_best_guess,28079-13,28903,542
28079-14 - 28001,22134,3508,14327,71979,más de 30 min,28079-14,28001,1
28079-14 - 28002,5917,1379,4222,21411,driving_best_guess,28079-14,28002,25
28079-14 - 28004,9299,2104,NA,31340,más de 30 min,28079-14,28004,2
28079-14 - 28005,6481,2049,3322,22547,más de 30 min,28079-14,28005,207
28079-14 - 28006,5019,960,2927,13345,driving_best_guess,28079-14,28006,784
28079-14 - 28007,5487,1306,3965,14755,driving_best_guess,28079-14,28007,216
28079-14 - 28008,11606,2821,NA,40664,más de 30 min,28079-14,28008,1
28079-14 - 28009,6876,1669,5602,23959,driving_best_guess,28079-14,28009,38
28079-14 - 28010,12187,2561,5370,38263,más de 30 min,28079-14,28010,4
28079-14 - 28011,11369,2671,NA,37556,más de 30 min,28079-14,28011,1
28079-14 - 28013,9850,2347,4862,37026,más de 30 min,28079-14,28013,48
28079-14 - 28014,5381,1178,3870,18817,driving_best_guess,28079-14,28014,180
28079-14 - 28015,7826,1781,NA,23370,driving_best_guess,28079-14,28015,25
28079-14 - 28017,7926,1926,NA,27519,más de 30 min,28079-14,28017,1
28079-14 - 28018,13717,2704,NA,42323,más de 30 min,28079-14,28018,2
28079-14 - 28019,11597,2198,NA,37177,más de 30 min,28079-14,28019,1
28079-14 - 28022,6191,1445,7312,17576,driving_best_guess,28079-14,28022,99
28079-14 - 28023,12700,2670,NA,39319,más de 30 min,28079-14,28023,4
28079-14 - 28024,20450,3359,13427,66530,más de 30 min,28079-14,28024,3
28079-14 - 28025,13317,2889,NA,44689,más de 30 min,28079-14,28025,1
28079-14 - 28026,8650,2066,6072,25437,más de 30 min,28079-14,28026,6
28079-14 - 28028,14463,3692,NA,45528,más de 30 min,28079-14,28028,2
28079-14 - 28030,16334,2678,7487,46853,más de 30 min,28079-14,28030,1
28079-14 - 28032,7852,1852,5274,26853,más de 30 min,28079-14,28032,9
28079-14 - 28033,7266,1643,NA,23735,driving_best_guess,28079-14,28033,5
28079-14 - 28034,18517,3440,9947,55240,más de 30 min,28079-14,28034,1
28079-14 - 28035,10584,2322,NA,35844,más de 30 min,28079-14,28035,5
28079-14 - 28036,7550,1821,NA,26052,más de 30 min,28079-14,28036,2
28079-14 - 28038,16213,3227,6390,46448,más de 30 min,28079-14,28038,2
28079-14 - 28040,7389,1958,4202,26044,más de 30 min,28079-14,28040,72
28079-14 - 28041,6096,1821,5242,24231,más de 30 min,28079-14,28041,3
28079-14 - 28042,13491,2741,7561,42567,más de 30 min,28079-14,28042,4
28079-14 - 28043,10827,2409,NA,35849,más de 30 min,28079-14,28043,3
28079-14 - 28044,10619,2484,NA,29770,más de 30 min,28079-14,28044,5
28079-14 - 28045,8991,2071,9135,26985,más de 30 min,28079-14,28045,52
28079-14 - 28046,14240,2632,5730,40807,más de 30 min,28079-14,28046,3
28079-14 - 28047,11185,2239,5001,34691,más de 30 min,28079-14,28047,24
28079-14 - 28049,2359,841,2002,7437,driving_best_guess,28079-14,28049,245
28079-14 - 28050,7250,2065,NA,24526,más de 30 min,28079-14,28050,1
28079-14 - 28051,13368,2680,6620,41662,más de 30 min,28079-14,28051,1
28079-14 - 28052,10128,2548,NA,32751,más de 30 min,28079-14,28052,2
28079-14 - 28053,6430,1696,4582,23076,driving_best_guess,28079-14,28053,22
28079-14 - 28054,12721,3552,NA,39018,más de 30 min,28079-14,28054,4
28079-14 - 28055,13301,2703,NA,45673,más de 30 min,28079-14,28055,5
28079-14 - 28057,7565,1943,5182,27915,más de 30 min,28079-14,28057,1
28079-14 - 28058,4878,1556,3320,15643,driving_best_guess,28079-14,28058,151
28079-14 - 28059,7088,1856,5207,26498,más de 30 min,28079-14,28059,14
28079-14 - 28061,10509,2511,5089,30625,más de 30 min,28079-14,28061,14
28079-14 - 28063,20642,3436,9677,61846,más de 30 min,28079-14,28063,1
28079-14 - 28065,3528,1264,3182,12090,driving_best_guess,28079-14,28065,373
28079-14 - 28066,6774,1867,NA,23071,más de 30 min,28079-14,28066,8
28079-14 - 28067,12559,2680,8567,39979,más de 30 min,28079-14,28067,3
28079-14 - 28068,13293,2747,7470,40793,más de 30 min,28079-14,28068,5
28079-14 - 28072,11101,2307,NA,32331,más de 30 min,28079-14,28072,3
28079-14 - 28073,5676,1726,3500,18354,driving_best_guess,28079-14,28073,19
28079-14 - 28074,3657,1323,2840,11768,driving_best_guess,28079-14,28074,269
28079-14 - 28075,5523,1416,NA,19230,driving_best_guess,28079-14,28075,17
28079-14 - 28079,1600,1179,2061,4013,bicycling,28079-14,28079,623
28079-14 - 28079-01,1328,1151,2293,3968,bicycling,28079-14,28079-01,1965
28079-14 - 28079-02,1628,603,2555,4368,bicycling,28079-14,28079-02,960
28079-14 - 28079-03,725,569,1126,1684,walking,28079-14,28079-03,1557
28079-14 - 28079-04,1351,1029,2035,3568,bicycling,28079-14,28079-04,2533
