status,origin,origin_code,destination,destination_code,mode,traffic,distance,duration,duration_in_traffic,departure_time
OK,Cabanillas del Campo,19058,Daganzo de Arriba,28053,driving,optimistic,31125,1527,1466,1530000000
OK,Cabanillas del Campo,19058,Fuenlabrada,28058,driving,optimistic,79215,3165,2899,1530000000
OK,Cabanillas del Campo,19058,Fuente el Saz de Jarama,28059,driving,optimistic,34971,2114,2022,1530000000
OK,Cabanillas del Campo,19058,Galapagar,28061,driving,optimistic,89341,3968,3763,1530000000
OK,Cabanillas del Campo,19058,Getafe,28065,driving,optimistic,69163,3031,2794,1530000000
OK,Cabanillas del Campo,19058,Griñón,28066,driving,optimistic,87937,3577,3362,1530000000
OK,Cabanillas del Campo,19058,Guadalix de la Sierra,28067,driving,optimistic,57942,3111,3030,1530000000
OK,Cabanillas del Campo,19058,Leganés,28074,driving,optimistic,74578,3076,2872,1530000000
OK,Cabanillas del Campo,19058,Madrid,28079,driving,optimistic,59867,3091,2804,1530000000
OK,Cabanillas del Campo,19058,Centro,28079-01,driving,optimistic,59902,3109,2815,1530000000
OK,Cabanillas del Campo,19058,Arganzuela,28079-02,driving,optimistic,62784,2746,2489,1530000000
OK,Cabanillas del Campo,19058,Retiro,28079-03,driving,optimistic,57797,2609,2403,1530000000
OK,Cabanillas del Campo,19058,Salamanca,28079-04,driving,optimistic,55809,2748,2560,1530000000
OK,Cabanillas del Campo,19058,Chamartín,28079-05,driving,optimistic,188977,7070,6744,1530000000
OK,Cabanillas del Campo,19058,Tetuán,28079-06,driving,optimistic,58019,2748,2502,1530000000
OK,Cabanillas del Campo,19058,Chamberí,28079-07,driving,optimistic,57345,2899,2642,1530000000
OK,Cabanillas del Campo,19058,Fuencarral-El Pardo,28079-08,driving,optimistic,66796,2972,2822,1530000000
OK,Cabanillas del Campo,19058,Moncloa-Aravaca,28079-09,driving,optimistic,67643,2668,2540,1530000000
OK,Cabanillas del Campo,19058,Latina,28079-10,driving,optimistic,66016,3226,2874,1530000000
OK,Cabanillas del Campo,19058,Carabanchel,28079-11,driving,optimistic,65720,3019,2692,1530000000
OK,Cabanillas del Campo,19058,Usera,28079-12,driving,optimistic,63630,2910,2641,1530000000
OK,Cabanillas del Campo,19058,Puente de Vallecas,28079-13,driving,optimistic,59811,2718,2470,1530000000
OK,Cabanillas del Campo,19058,Moratalaz,28079-14,driving,optimistic,55420,2444,2229,1530000000
OK,Cabanillas del Campo,19058,Ciudad Lineal,28079-15,driving,optimistic,51871,2288,2074,1530000000
OK,Cabanillas del Campo,19058,Hortaleza,28079-16,driving,optimistic,53647,2236,2096,1530000000
OK,Cabanillas del Campo,19058,Villaverde,28079-17,driving,optimistic,64372,2909,2694,1530000000
OK,Cabanillas del Campo,19058,Villa de Vallecas,28079-18,driving,optimistic,54952,2077,1951,1530000000
OK,Cabanillas del Campo,19058,Vicálvaro,28079-19,driving,optimistic,54278,2499,2376,1530000000
OK,Cabanillas del Campo,19058,San Blas - Canillejas,28079-20,driving,optimistic,50119,2347,2108,1530000000
OK,Cabanillas del Campo,19058,Barajas,28079-21,driving,optimistic,49366,2254,2086,1530000000
OK,Cabanillas del Campo,19058,Majadahonda,28080,driving,optimistic,73678,2992,2835,1530000000
OK,Cabanillas del Campo,19058,Meco,28083,driving,optimistic,16206,1071,1013,1530000000
OK,Cabanillas del Campo,19058,Mejorada del Campo,28084,driving,optimistic,42324,2016,1910,1530000000
OK,Cabanillas del Campo,19058,Móstoles,28092,driving,optimistic,79675,3493,3215,1530000000
OK,Cabanillas del Campo,19058,Nuevo Baztán,28100,driving,optimistic,53858,2584,2438,1530000000
OK,Cabanillas del Campo,19058,Paracuellos de Jarama,28104,driving,optimistic,39002,1999,1880,1530000000
OK,Cabanillas del Campo,19058,Pinto,28113,driving,optimistic,73452,2837,2651,1530000000
OK,Cabanillas del Campo,19058,Pozuelo de Alarcón,28115,driving,optimistic,68291,2758,2610,1530000000
OK,Cabanillas del Campo,19058,Rivas-Vaciamadrid,28123,driving,optimistic,57212,2474,2295,1530000000
OK,Cabanillas del Campo,19058,Las Rozas de Madrid,28127,driving,optimistic,73000,2912,2768,1530000000
OK,Cabanillas del Campo,19058,San Agustín del Guadalix,28129,driving,optimistic,56418,2324,2205,1530000000
OK,Cabanillas del Campo,19058,San Fernando de Henares,28130,driving,optimistic,44320,1849,1730,1530000000
OK,Cabanillas del Campo,19058,San Martín de la Vega,28132,driving,optimistic,74741,3233,3091,1530000000
OK,Cabanillas del Campo,19058,San Sebastián de los Reyes,28134,driving,optimistic,46651,2083,1986,1530000000
OK,Cabanillas del Campo,19058,Torrejón de Ardoz,28148,driving,optimistic,36543,1885,1703,1530000000
OK,Cabanillas del Campo,19058,Torres de la Alameda,28154,driving,optimistic,40891,1906,1795,1530000000
OK,Cabanillas del Campo,19058,Valdemoro,28161,driving,optimistic,76575,2927,2732,1530000000
OK,Cabanillas del Campo,19058,Venturada,28169,driving,optimistic,50564,2720,2621,1530000000
OK,Cabanillas del Campo,19058,Villanueva de la Cañada,28176,driving,optimistic,91142,3704,3519,1530000000
OK,Cabanillas del Campo,19058,Tres Cantos,28903,driving,optimistic,63033,2577,2449,1530000000
OK,El casar,19071,La Acebeda,28001,driving,optimistic,62792,2686,2540,1530000000
OK,El casar,19071,Ajalvir,28002,driving,optimistic,25166,1532,1407,1530000000
OK,El casar,19071,El Alamo,28004,driving,optimistic,91988,4068,3802,1530000000
OK,El casar,19071,Alcalá de Henares,28005,driving,optimistic,31816,2193,1973,1530000000
OK,El casar,19071,Alcobendas,28006,driving,optimistic,33549,1788,1620,1530000000
OK,El casar,19071,Alcorcón,28007,driving,optimistic,68174,3184,2958,1530000000
OK,El casar,19071,Algete,28009,driving,optimistic,15724,996,908,1530000000
OK,El casar,19071,Alpedrete,28010,driving,optimistic,83279,3783,3506,1530000000
OK,El casar,19071,Aranjuez,28013,driving,optimistic,94611,4338,4013,1530000000
OK,El casar,19071,Arganda del Rey,28014,driving,optimistic,55397,2865,2690,1530000000
OK,El casar,19071,El Berrueco,28021,driving,optimistic,30329,1819,1803,1530000000
OK,El casar,19071,Boadilla del Monte,28022,driving,optimistic,77870,3330,3096,1530000000
OK,El casar,19071,Braojos,28024,driving,optimistic,57744,2536,2401,1530000000
OK,El casar,19071,Buitrago del Lozoya,28027,driving,optimistic,49927,2143,2011,1530000000
OK,El casar,19071,Camarma de Esteruelas,28032,driving,optimistic,23399,1271,1193,1530000000
OK,El casar,19071,Casarrubuelos,28036,driving,optimistic,85016,3775,3493,1530000000
OK,El casar,19071,Cenicientos,28037,driving,optimistic,135819,6120,5812,1530000000
OK,El casar,19071,Ciempozuelos,28040,driving,optimistic,81673,3938,3636,1530000000
OK,El casar,19071,Cobeña,28041,driving,optimistic,27830,1654,1564,1530000000
OK,El casar,19071,Colmenar del Arroyo,28042,driving,optimistic,101381,4225,3973,1530000000
OK,El casar,19071,Colmenar Viejo,28045,driving,optimistic,55306,2939,2807,1530000000
OK,El casar,19071,Collado Mediano,28046,driving,optimistic,66574,3645,3483,1530000000
OK,El casar,19071,Collado Villalba,28047,driving,optimistic,79161,3464,3200,1530000000
OK,El casar,19071,Coslada,28049,driving,optimistic,42999,2400,2179,1530000000
OK,El casar,19071,Daganzo de Arriba,28053,driving,optimistic,22658,1286,1202,1530000000
OK,El casar,19071,Fresno de Torote,28057,driving,optimistic,15238,829,779,1530000000
