route,origin_ine_code,destination_ine_code,workers_count
28147 - 28127,28147,28127,2
28147 - 28130,28147,28130,3
28147 - 28132,28147,28132,20
28147 - 28147,28147,28147,45
28147 - 28148,28147,28148,6
28147 - 28161,28147,28161,24
28147 - 28167,28147,28167,1
28147 - 28170,28147,28170,1
28147 - 28180,28147,28180,3
28148 - 28002,28148,28002,590
28148 - 28004,28148,28004,4
28148 - 28005,28148,28005,3204
28148 - 28006,28148,28006,1557
28148 - 28007,28148,28007,138
28148 - 28009,28148,28009,249
28148 - 28010,28148,28010,10
28148 - 28012,28148,28012,4
28148 - 28013,28148,28013,64
28148 - 28014,28148,28014,308
28148 - 28015,28148,28015,14
28148 - 28019,28148,28019,1
28148 - 28022,28148,28022,78
28148 - 28023,28148,28023,2
28148 - 28024,28148,28024,8
28148 - 28026,28148,28026,3
28148 - 28032,28148,28032,87
28148 - 28033,28148,28033,27
28148 - 28035,28148,28035,1
28148 - 28036,28148,28036,1
28148 - 28038,28148,28038,2
28148 - 28040,28148,28040,91
28148 - 28041,28148,28041,55
28148 - 28042,28148,28042,5
28148 - 28043,28148,28043,9
28148 - 28044,28148,28044,6
28148 - 28045,28148,28045,60
28148 - 28046,28148,28046,3
28148 - 28047,28148,28047,20
28148 - 28048,28148,28048,6
28148 - 28049,28148,28049,1630
28148 - 28050,28148,28050,5
28148 - 28052,28148,28052,4
28148 - 28053,28148,28053,263
28148 - 28054,28148,28054,4
28148 - 28055,28148,28055,4
28148 - 28057,28148,28057,11
28148 - 28058,28148,28058,154
28148 - 28059,28148,28059,65
28148 - 28060,28148,28060,3
28148 - 28061,28148,28061,10
28148 - 28065,28148,28065,330
28148 - 28066,28148,28066,16
28148 - 28067,28148,28067,10
28148 - 28068,28148,28068,2
28148 - 28072,28148,28072,3
28148 - 28073,28148,28073,30
28148 - 28074,28148,28074,233
28148 - 28075,28148,28075,452
28148 - 28079,28148,28079,447
28148 - 28079-01,28148,28079-01,960
28148 - 28079-02,28148,28079-02,557
28148 - 28079-03,28148,28079-03,804
28148 - 28079-04,28148,28079-04,1445
28148 - 28079-05,28148,28079-05,1791
28148 - 28079-06,28148,28079-06,1077
28148 - 28079-07,28148,28079-07,931
28148 - 28079-08,28148,28079-08,1299
28148 - 28079-09,28148,28079-09,801
28148 - 28079-10,28148,28079-10,243
28148 - 28079-11,28148,28079-11,275
28148 - 28079-12,28148,28079-12,237
28148 - 28079-13,28148,28079-13,324
28148 - 28079-14,28148,28079-14,137
28148 - 28079-15,28148,28079-15,1192
28148 - 28079-16,28148,28079-16,1311
28148 - 28079-17,28148,28079-17,393
28148 - 28079-18,28148,28079-18,405
28148 - 28079-19,28148,28079-19,172
28148 - 28079-20,28148,28079-20,2093
28148 - 28079-21,28148,28079-21,1502
28148 - 28080,28148,28080,153
28148 - 28082,28148,28082,1
28148 - 28083,28148,28083,227
28148 - 28084,28148,28084,232
28148 - 28086,28148,28086,9
28148 - 28087,28148,28087,1
28148 - 28089,28148,28089,3
28148 - 28090,28148,28090,3
28148 - 28091,28148,28091,12
28148 - 28092,28148,28092,101
28148 - 28093,28148,28093,2
28148 - 28096,28148,28096,33
28148 - 28099,28148,28099,5
28148 - 28100,28148,28100,15
28148 - 28101,28148,28101,4
28148 - 28104,28148,28104,249
28148 - 28106,28148,28106,61
28148 - 28108,28148,28108,6
28148 - 28113,28148,28113,71
28148 - 28115,28148,28115,718
28148 - 28116,28148,28116,4
28148 - 28121,28148,28121,2
28148 - 28122,28148,28122,1
28148 - 28123,28148,28123,377
28148 - 28125,28148,28125,3
28148 - 28127,28148,28127,312
28148 - 28128,28148,28128,9
28148 - 28129,28148,28129,33
28148 - 28130,28148,28130,2080
28148 - 28131,28148,28131,3
28148 - 28132,28148,28132,33
28148 - 28133,28148,28133,3
28148 - 28134,28148,28134,778
28148 - 28135,28148,28135,1
28148 - 28136,28148,28136,1
28148 - 28137,28148,28137,5
28148 - 28140,28148,28140,2
28148 - 28141,28148,28141,3
28148 - 28144,28148,28144,10
28148 - 28145,28148,28145,5
28148 - 28146,28148,28146,4
28148 - 28148,28148,28148,11800
28148 - 28149,28148,28149,4
28148 - 28150,28148,28150,2
28148 - 28151,28148,28151,3
28148 - 28152,28148,28152,12
28148 - 28153,28148,28153,2
28148 - 28154,28148,28154,207
28148 - 28156,28148,28156,5
28148 - 28158,28148,28158,2
28148 - 28160,28148,28160,3
28148 - 28161,28148,28161,61
28148 - 28162,28148,28162,17
28148 - 28164,28148,28164,5
28148 - 28165,28148,28165,7
28148 - 28166,28148,28166,1
28148 - 28167,28148,28167,77
28148 - 28168,28148,28168,2
28148 - 28169,28148,28169,1
28148 - 28172,28148,28172,52
28148 - 28173,28148,28173,1
28148 - 28176,28148,28176,7
28148 - 28177,28148,28177,3
28148 - 28178,28148,28178,1
28148 - 28179,28148,28179,3
28148 - 28180,28148,28180,10
28148 - 28181,28148,28181,33
28148 - 28183,28148,28183,1
28148 - 28901,28148,28901,2
28148 - 28903,28148,28903,526
28149 - 28004,28149,28004,1
28149 - 28005,28149,28005,14
28149 - 28006,28149,28006,28
28149 - 28007,28149,28007,42
28149 - 28013,28149,28013,22
28149 - 28014,28149,28014,9
28149 - 28015,28149,28015,20
28149 - 28022,28149,28022,9
28149 - 28036,28149,28036,1
28149 - 28040,28149,28040,18
28149 - 28044,28149,28044,1
28149 - 28047,28149,28047,3
28149 - 28049,28149,28049,6
28149 - 28050,28149,28050,23
28149 - 28053,28149,28053,1
28149 - 28058,28149,28058,164
28149 - 28061,28149,28061,1
28149 - 28065,28149,28065,201
28149 - 28066,28149,28066,59
28149 - 28073,28149,28073,56
28149 - 28074,28149,28074,97
28149 - 28075,28149,28075,4
28149 - 28079,28149,28079,32
28149 - 28079-01,28149,28079-01,79
28149 - 28079-02,28149,28079-02,41
28149 - 28079-03,28149,28079-03,43
28149 - 28079-04,28149,28079-04,86
28149 - 28079-05,28149,28079-05,81
28149 - 28079-06,28149,28079-06,46
28149 - 28079-07,28149,28079-07,44
28149 - 28079-08,28149,28079-08,43
28149 - 28079-09,28149,28079-09,46
28149 - 28079-10,28149,28079-10,22
28149 - 28079-11,28149,28079-11,33
28149 - 28079-12,28149,28079-12,22
28149 - 28079-13,28149,28079-13,24
28149 - 28079-14,28149,28079-14,15
28149 - 28079-15,28149,28079-15,36
28149 - 28079-16,28149,28079-16,49
28149 - 28079-17,28149,28079-17,63
28149 - 28079-18,28149,28079-18,50
28149 - 28079-19,28149,28079-19,5
28149 - 28079-20,28149,28079-20,57
28149 - 28079-21,28149,28079-21,30
28149 - 28080,28149,28080,10
28149 - 28083,28149,28083,2
28149 - 28084,28149,28084,3
28149 - 28089,28149,28089,8
28149 - 28091,28149,28091,3
28149 - 28092,28149,28092,32
28149 - 28096,28149,28096,14
28149 - 28104,28149,28104,3
28149 - 28106,28149,28106,191
28149 - 28113,28149,28113,59
28149 - 28115,28149,28115,24
28149 - 28123,28149,28123,6
28149 - 28127,28149,28127,17
28149 - 28130,28149,28130,17
28149 - 28132,28149,28132,13
28149 - 28134,28149,28134,13
28149 - 28140,28149,28140,7
28149 - 28148,28149,28148,6
28149 - 28149,28149,28149,424
28149 - 28150,28149,28150,14
28149 - 28152,28149,28152,3
28149 - 28154,28149,28154,1
28149 - 28161,28149,28161,49
28149 - 28164,28149,28164,1
28149 - 28167,28149,28167,1
28149 - 28171,28149,28171,1
28149 - 28176,28149,28176,1
28149 - 28177,28149,28177,1
28149 - 28181,28149,28181,7
28149 - 28903,28149,28903,13
28150 - 28004,28150,28004,3
28150 - 28005,28150,28005,4
28150 - 28006,28150,28006,14
28150 - 28007,28150,28007,11
28150 - 28013,28150,28013,18
28150 - 28014,28150,28014,7
28150 - 28015,28150,28015,7
28150 - 28022,28150,28022,6
28150 - 28036,28150,28036,4
28150 - 28040,28150,28040,17
28150 - 28044,28150,28044,1
28150 - 28045,28150,28045,2
28150 - 28047,28150,28047,1
28150 - 28049,28150,28049,5
28150 - 28050,28150,28050,7
28150 - 28057,28150,28057,1
28150 - 28058,28150,28058,73
28150 - 28065,28150,28065,93
28150 - 28066,28150,28066,17
28150 - 28072,28150,28072,1
28150 - 28073,28150,28073,17
28150 - 28074,28150,28074,41
28150 - 28079,28150,28079,9
28150 - 28079-01,28150,28079-01,30
28150 - 28079-02,28150,28079-02,16
28150 - 28079-03,28150,28079-03,14
28150 - 28079-04,28150,28079-04,32
28150 - 28079-05,28150,28079-05,39
28150 - 28079-06,28150,28079-06,23
28150 - 28079-07,28150,28079-07,17
28150 - 28079-08,28150,28079-08,22
28150 - 28079-09,28150,28079-09,23
28150 - 28079-10,28150,28079-10,13
28150 - 28079-11,28150,28079-11,8
28150 - 28079-12,28150,28079-12,10
28150 - 28079-13,28150,28079-13,12
28150 - 28079-14,28150,28079-14,5
28150 - 28079-15,28150,28079-15,15
28150 - 28079-16,28150,28079-16,15
28150 - 28079-17,28150,28079-17,32
28150 - 28079-18,28150,28079-18,20
28150 - 28079-19,28150,28079-19,6
28150 - 28079-20,28150,28079-20,31
28150 - 28079-21,28150,28079-21,11
28150 - 28080,28150,28080,9
28150 - 28089,28150,28089,1
28150 - 28092,28150,28092,16
28150 - 28096,28150,28096,6
28150 - 28106,28150,28106,100
28150 - 28113,28150,28113,35
28150 - 28115,28150,28115,14
28150 - 28123,28150,28123,13
28150 - 28127,28150,28127,10
28150 - 28128,28150,28128,1
28150 - 28129,28150,28129,2
28150 - 28130,28150,28130,3
28150 - 28132,28150,28132,3
28150 - 28134,28150,28134,4
28150 - 28140,28150,28140,3
28150 - 28141,28150,28141,1
28150 - 28148,28150,28148,4
28150 - 28149,28150,28149,95
28150 - 28150,28150,28150,132
28150 - 28152,28150,28152,1
28150 - 28161,28150,28161,61
28150 - 28167,28150,28167,1
28150 - 28171,28150,28171,1
28150 - 28176,28150,28176,1
28150 - 28178,28150,28178,1
28150 - 28181,28150,28181,5
28150 - 28903,28150,28903,4
28151 - 28002,28151,28002,2
28151 - 28005,28151,28005,61
28151 - 28006,28151,28006,105
28151 - 28007,28151,28007,4
28151 - 28009,28151,28009,23
28151 - 28013,28151,28013,1
28151 - 28014,28151,28014,13
28151 - 28020,28151,28020,2
28151 - 28021,28151,28021,6
28151 - 28023,28151,28023,1
28151 - 28027,28151,28027,16
28151 - 28028,28151,28028,3
28151 - 28029,28151,28029,4
28151 - 28030,28151,28030,10
28151 - 28032,28151,28032,1
28151 - 28039,28151,28039,1
28151 - 28040,28151,28040,6
28151 - 28041,28151,28041,2
28151 - 28042,28151,28042,1
28151 - 28044,28151,28044,1
28151 - 28045,28151,28045,60
28151 - 28046,28151,28046,1
28151 - 28047,28151,28047,7
28151 - 28049,28151,28049,19
28151 - 28053,28151,28053,3
28151 - 28054,28151,28054,1
28151 - 28058,28151,28058,2
28151 - 28059,28151,28059,10
28151 - 28063,28151,28063,2
28151 - 28064,28151,28064,1
28151 - 28065,28151,28065,7
28151 - 28067,28151,28067,4
28151 - 28069,28151,28069,1
28151 - 28073,28151,28073,1
28151 - 28074,28151,28074,3
28151 - 28075,28151,28075,1
28151 - 28078,28151,28078,1
28151 - 28079,28151,28079,9
28151 - 28079-01,28151,28079-01,17
28151 - 28079-02,28151,28079-02,11
28151 - 28079-03,28151,28079-03,14
28151 - 28079-04,28151,28079-04,15
28151 - 28079-05,28151,28079-05,35
28151 - 28079-06,28151,28079-06,44
28151 - 28079-07,28151,28079-07,106
28151 - 28079-08,28151,28079-08,27
28151 - 28079-09,28151,28079-09,17
28151 - 28079-10,28151,28079-10,12
28151 - 28079-11,28151,28079-11,10
28151 - 28079-12,28151,28079-12,3
28151 - 28079-13,28151,28079-13,3
28151 - 28079-14,28151,28079-14,4
28151 - 28079-15,28151,28079-15,14
28151 - 28079-16,28151,28079-16,29
28151 - 28079-17,28151,28079-17,13
28151 - 28079-18,28151,28079-18,4
28151 - 28079-20,28151,28079-20,59
28151 - 28079-21,28151,28079-21,24
28151 - 28080,28151,28080,3
28151 - 28083,28151,28083,1
28151 - 28084,28151,28084,1
28151 - 28085,28151,28085,2
28151 - 28086,28151,28086,8
28151 - 28088,28151,28088,2
28151 - 28094,28151,28094,1
28151 - 28104,28151,28104,5
28151 - 28107,28151,28107,27
28151 - 28108,28151,28108,7
28151 - 28113,28151,28113,1
28151 - 28114,28151,28114,3
28151 - 28115,28151,28115,10
28151 - 28118,28151,28118,1
28151 - 28121,28151,28121,6
28151 - 28122,28151,28122,1
28151 - 28123,28151,28123,2
28151 - 28124,28151,28124,1
28151 - 28127,28151,28127,15
28151 - 28129,28151,28129,31
28151 - 28130,28151,28130,4
28151 - 28134,28151,28134,75
28151 - 28144,28151,28144,1
28151 - 28145,28151,28145,24
28151 - 28148,28151,28148,10
28151 - 28151,28151,28151,291
28151 - 28152,28151,28152,3
28151 - 28153,28151,28153,51
28151 - 28158,28151,28158,1
28151 - 28162,28151,28162,4
28151 - 28163,28151,28163,3
28151 - 28164,28151,28164,19
28151 - 28168,28151,28168,5
28151 - 28169,28151,28169,8
28151 - 28176,28151,28176,1
28151 - 28901,28151,28901,9
28151 - 28902,28151,28902,5
28151 - 28903,28151,28903,37
28152 - 28005,28152,28005,27
28152 - 28006,28152,28006,330
28152 - 28007,28152,28007,59
28152 - 28009,28152,28009,2
28152 - 28010,28152,28010,13
28152 - 28013,28152,28013,4
28152 - 28014,28152,28014,9
28152 - 28015,28152,28015,19
28152 - 28018,28152,28018,5
28152 - 28022,28152,28022,65
28152 - 28023,28152,28023,9
28152 - 28024,28152,28024,1
28152 - 28032,28152,28032,1
28152 - 28038,28152,28038,3
28152 - 28040,28152,28040,1
28152 - 28044,28152,28044,31
28152 - 28045,28152,28045,43
28152 - 28046,28152,28046,9
28152 - 28047,28152,28047,179
28152 - 28049,28152,28049,19
28152 - 28053,28152,28053,3
28152 - 28054,28152,28054,11
28152 - 28056,28152,28056,1
28152 - 28058,28152,28058,29
28152 - 28061,28152,28061,74
28152 - 28065,28152,28065,47
28152 - 28066,28152,28066,4
28152 - 28068,28152,28068,9
28152 - 28072,28152,28072,72
28152 - 28073,28152,28073,3
28152 - 28074,28152,28074,32
28152 - 28079,28152,28079,47
28152 - 28079-01,28152,28079-01,338
28152 - 28079-02,28152,28079-02,128
28152 - 28079-03,28152,28079-03,123
28152 - 28079-04,28152,28079-04,309
28152 - 28079-05,28152,28079-05,364
28152 - 28079-06,28152,28079-06,240
28152 - 28079-07,28152,28079-07,288
28152 - 28079-08,28152,28079-08,250
28152 - 28079-09,28152,28079-09,332
28152 - 28079-10,28152,28079-10,48
28152 - 28079-11,28152,28079-11,40
28152 - 28079-12,28152,28079-12,31
28152 - 28079-13,28152,28079-13,49
28152 - 28079-14,28152,28079-14,7
28152 - 28079-15,28152,28079-15,165
28152 - 28079-16,28152,28079-16,222
28152 - 28079-17,28152,28079-17,39
28152 - 28079-18,28152,28079-18,25
28152 - 28079-19,28152,28079-19,8
28152 - 28079-20,28152,28079-20,190
28152 - 28079-21,28152,28079-21,121
28152 - 28080,28152,28080,190
28152 - 28082,28152,28082,6
28152 - 28083,28152,28083,2
28152 - 28085,28152,28085,2
28152 - 28087,28152,28087,4
28152 - 28090,28152,28090,7
28152 - 28092,28152,28092,30
28152 - 28096,28152,28096,1
28152 - 28097,28152,28097,1
28152 - 28102,28152,28102,1
28152 - 28104,28152,28104,2
28152 - 28106,28152,28106,3
28152 - 28113,28152,28113,10
28152 - 28115,28152,28115,357
28152 - 28120,28152,28120,1
28152 - 28123,28152,28123,11
28152 - 28125,28152,28125,1
28152 - 28127,28152,28127,641
28152 - 28129,28152,28129,4
28152 - 28130,28152,28130,16
28152 - 28131,28152,28131,11
28152 - 28132,28152,28132,3
28152 - 28134,28152,28134,55
28152 - 28141,28152,28141,1
28152 - 28144,28152,28144,1
28152 - 28148,28152,28148,26
28152 - 28149,28152,28149,3
28152 - 28151,28152,28151,1
28152 - 28152,28152,28152,1045
28152 - 28153,28152,28153,2
28152 - 28160,28152,28160,7
28152 - 28161,28152,28161,6
28152 - 28162,28152,28162,1
28152 - 28167,28152,28167,2
28152 - 28169,28152,28169,3
28152 - 28176,28152,28176,23
28152 - 28177,28152,28177,18
28152 - 28181,28152,28181,32
28152 - 28903,28152,28903,101
28153 - 28002,28153,28002,1
28153 - 28005,28153,28005,9
28153 - 28006,28153,28006,16
28153 - 28007,28153,28007,1
28153 - 28009,28153,28009,7
28153 - 28014,28153,28014,1
28153 - 28020,28153,28020,2
28153 - 28021,28153,28021,1
28153 - 28030,28153,28030,1
28153 - 28033,28153,28033,1
28153 - 28040,28153,28040,1
28153 - 28041,28153,28041,2
28153 - 28045,28153,28045,4
28153 - 28047,28153,28047,1
28153 - 28049,28153,28049,3
28153 - 28053,28153,28053,1
28153 - 28059,28153,28059,1
28153 - 28067,28153,28067,1
28153 - 28079,28153,28079,1
28153 - 28079-01,28153,28079-01,3
28153 - 28079-02,28153,28079-02,3
28153 - 28079-03,28153,28079-03,4
28153 - 28079-04,28153,28079-04,4
28153 - 28079-05,28153,28079-05,7
28153 - 28079-06,28153,28079-06,11
28153 - 28079-07,28153,28079-07,14
28153 - 28079-08,28153,28079-08,6
28153 - 28079-09,28153,28079-09,2
28153 - 28079-10,28153,28079-10,4
28153 - 28079-11,28153,28079-11,2
28153 - 28079-14,28153,28079-14,1
28153 - 28079-15,28153,28079-15,4
28153 - 28079-16,28153,28079-16,4
28153 - 28079-17,28153,28079-17,4
28153 - 28079-18,28153,28079-18,4
28153 - 28079-19,28153,28079-19,1
28153 - 28079-20,28153,28079-20,11
28153 - 28079-21,28153,28079-21,5
28153 - 28085,28153,28085,1
28153 - 28086,28153,28086,1
28153 - 28104,28153,28104,2
28153 - 28107,28153,28107,6
28153 - 28108,28153,28108,2
28153 - 28115,28153,28115,2
28153 - 28118,28153,28118,2
28153 - 28122,28153,28122,1
28153 - 28127,28153,28127,2
28153 - 28129,28153,28129,2
28153 - 28134,28153,28134,3
28153 - 28145,28153,28145,2
28153 - 28148,28153,28148,1
28153 - 28151,28153,28151,11
28153 - 28153,28153,28153,67
28153 - 28162,28153,28162,2
28153 - 28164,28153,28164,1
28153 - 28169,28153,28169,1
28153 - 28178,28153,28178,1
28153 - 28901,28153,28901,1
28153 - 28903,28153,28903,8
28154 - 28002,28154,28002,19
28154 - 28005,28154,28005,364
28154 - 28006,28154,28006,18
28154 - 28007,28154,28007,5
28154 - 28009,28154,28009,10
28154 - 28013,28154,28013,1
28154 - 28014,28154,28014,48
28154 - 28018,28154,28018,1
28154 - 28022,28154,28022,5
28154 - 28025,28154,28025,1
28154 - 28026,28154,28026,1
28154 - 28032,28154,28032,3
28154 - 28033,28154,28033,22
28154 - 28040,28154,28040,6
28154 - 28041,28154,28041,1
28154 - 28045,28154,28045,2
28154 - 28047,28154,28047,1
28154 - 28048,28154,28048,1
28154 - 28049,28154,28049,44
28154 - 28052,28154,28052,1
28154 - 28053,28154,28053,4
28154 - 28055,28154,28055,1
28154 - 28058,28154,28058,4
28154 - 28065,28154,28065,9
28154 - 28074,28154,28074,6
28154 - 28075,28154,28075,106
28154 - 28079,28154,28079,19
28154 - 28079-01,28154,28079-01,34
28154 - 28079-02,28154,28079-02,14
28154 - 28079-03,28154,28079-03,32
28154 - 28079-04,28154,28079-04,50
28154 - 28079-05,28154,28079-05,55
28154 - 28079-06,28154,28079-06,34
28154 - 28079-07,28154,28079-07,39
28154 - 28079-08,28154,28079-08,31
28154 - 28079-09,28154,28079-09,17
28154 - 28079-10,28154,28079-10,8
28154 - 28079-11,28154,28079-11,10
28154 - 28079-12,28154,28079-12,10
28154 - 28079-13,28154,28079-13,14
28154 - 28079-14,28154,28079-14,3
28154 - 28079-15,28154,28079-15,54
28154 - 28079-16,28154,28079-16,42
28154 - 28079-17,28154,28079-17,18
28154 - 28079-18,28154,28079-18,19
28154 - 28079-19,28154,28079-19,7
28154 - 28079-20,28154,28079-20,94
28154 - 28079-21,28154,28079-21,60
28154 - 28080,28154,28080,3
28154 - 28083,28154,28083,17
28154 - 28084,28154,28084,28
28154 - 28091,28154,28091,2
28154 - 28092,28154,28092,4
28154 - 28100,28154,28100,8
28154 - 28101,28154,28101,1
28154 - 28102,28154,28102,1
28154 - 28104,28154,28104,9
28154 - 28106,28154,28106,3
28154 - 28107,28154,28107,1
28154 - 28113,28154,28113,3
28154 - 28115,28154,28115,25
28154 - 28121,28154,28121,1
28154 - 28123,28154,28123,13
28154 - 28127,28154,28127,8
28154 - 28129,28154,28129,1
28154 - 28130,28154,28130,55
28154 - 28132,28154,28132,1
28154 - 28134,28154,28134,30
28154 - 28144,28154,28144,1
28154 - 28146,28154,28146,1
28154 - 28148,28154,28148,186
28154 - 28154,28154,28154,525
28154 - 28156,28154,28156,1
28154 - 28161,28154,28161,2
28154 - 28162,28154,28162,2
28154 - 28165,28154,28165,1
28154 - 28166,28154,28166,1
28154 - 28167,28154,28167,10
28154 - 28168,28154,28168,1
28154 - 28172,28154,28172,56
28154 - 28176,28154,28176,1
28154 - 28179,28154,28179,1
28154 - 28180,28154,28180,4
28154 - 28903,28154,28903,25
28155 - 28014,28155,28014,12
28155 - 28025,28155,28025,12
28155 - 28035,28155,28035,1
28155 - 28040,28155,28040,1
28155 - 28043,28155,28043,1
28155 - 28052,28155,28052,1
28155 - 28055,28155,28055,7
28155 - 28058,28155,28058,1
28155 - 28065,28155,28065,1
28155 - 28074,28155,28074,1
28155 - 28079-01,28155,28079-01,1
28155 - 28079-03,28155,28079-03,3
28155 - 28079-05,28155,28079-05,3
28155 - 28079-07,28155,28079-07,8
28155 - 28079-08,28155,28079-08,2
28155 - 28079-09,28155,28079-09,1
28155 - 28079-10,28155,28079-10,1
28155 - 28079-11,28155,28079-11,3
28155 - 28079-12,28155,28079-12,1
28155 - 28079-13,28155,28079-13,5
28155 - 28079-17,28155,28079-17,4
28155 - 28079-18,28155,28079-18,4
28155 - 28079-19,28155,28079-19,1
28155 - 28079-20,28155,28079-20,7
28155 - 28079-21,28155,28079-21,2
28155 - 28084,28155,28084,2
28155 - 28102,28155,28102,1
28155 - 28113,28155,28113,1
28155 - 28115,28155,28115,2
28155 - 28122,28155,28122,1
28155 - 28123,28155,28123,2
28155 - 28130,28155,28130,2
28155 - 28134,28155,28134,1
28155 - 28146,28155,28146,4
28155 - 28155,28155,28155,22
28155 - 28180,28155,28180,31
28156 - 28002,28156,28002,2
28156 - 28005,28156,28005,122
28156 - 28006,28156,28006,10
28156 - 28007,28156,28007,1
28156 - 28009,28156,28009,1
28156 - 28014,28156,28014,6
28156 - 28022,28156,28022,1
28156 - 28032,28156,28032,11
28156 - 28033,28156,28033,1
28156 - 28040,28156,28040,1
28156 - 28045,28156,28045,1
28156 - 28049,28156,28049,8
28156 - 28053,28156,28053,8
28156 - 28059,28156,28059,2
28156 - 28065,28156,28065,2
28156 - 28069,28156,28069,1
28156 - 28073,28156,28073,1
28156 - 28074,28156,28074,2
28156 - 28079,28156,28079,2
28156 - 28079-01,28156,28079-01,10
28156 - 28079-02,28156,28079-02,3
28156 - 28079-03,28156,28079-03,7
28156 - 28079-04,28156,28079-04,11
28156 - 28079-05,28156,28079-05,17
28156 - 28079-06,28156,28079-06,6
28156 - 28079-07,28156,28079-07,7
28156 - 28079-08,28156,28079-08,7
28156 - 28079-09,28156,28079-09,3
28156 - 28079-10,28156,28079-10,1
28156 - 28079-12,28156,28079-12,2
28156 - 28079-13,28156,28079-13,1
28156 - 28079-15,28156,28079-15,2
28156 - 28079-16,28156,28079-16,7
28156 - 28079-17,28156,28079-17,4
28156 - 28079-18,28156,28079-18,4
28156 - 28079-20,28156,28079-20,23
28156 - 28079-21,28156,28079-21,15
28156 - 28083,28156,28083,21
28156 - 28096,28156,28096,1
28156 - 28104,28156,28104,2
28156 - 28108,28156,28108,1
28156 - 28113,28156,28113,1
28156 - 28115,28156,28115,5
28156 - 28123,28156,28123,4
28156 - 28127,28156,28127,2
28156 - 28129,28156,28129,2
28156 - 28130,28156,28130,6
28156 - 28134,28156,28134,11
28156 - 28148,28156,28148,21
28156 - 28151,28156,28151,2
28156 - 28152,28156,28152,1
28156 - 28154,28156,28154,4
28156 - 28156,28156,28156,40
28156 - 28161,28156,28161,1
28156 - 28162,28156,28162,1
28156 - 28172,28156,28172,1
28156 - 28903,28156,28903,6
28157 - 28005,28157,28005,2
28157 - 28006,28157,28006,2
28157 - 28007,28157,28007,1
28157 - 28013,28157,28013,5
28157 - 28014,28157,28014,29
28157 - 28015,28157,28015,1
28157 - 28019,28157,28019,5
28157 - 28022,28157,28022,1
28157 - 28033,28157,28033,3
28157 - 28040,28157,28040,4
28157 - 28043,28157,28043,9
28157 - 28049,28157,28049,3
28157 - 28052,28157,28052,9
28157 - 28065,28157,28065,1
28157 - 28066,28157,28066,1
28157 - 28074,28157,28074,5
28157 - 28079,28157,28079,3
28157 - 28079-01,28157,28079-01,1
28157 - 28079-03,28157,28079-03,2
28157 - 28079-04,28157,28079-04,3
28157 - 28079-05,28157,28079-05,12
28157 - 28079-06,28157,28079-06,2
28157 - 28079-07,28157,28079-07,6
28157 - 28079-08,28157,28079-08,1
28157 - 28079-09,28157,28079-09,2
28157 - 28079-10,28157,28079-10,2
28157 - 28079-11,28157,28079-11,4
28157 - 28079-13,28157,28079-13,1
28157 - 28079-14,28157,28079-14,4
28157 - 28079-15,28157,28079-15,1
28157 - 28079-16,28157,28079-16,6
28157 - 28079-17,28157,28079-17,1
28157 - 28079-18,28157,28079-18,3
28157 - 28079-19,28157,28079-19,1
28157 - 28079-20,28157,28079-20,5
28157 - 28079-21,28157,28079-21,6
28157 - 28091,28157,28091,3
28157 - 28096,28157,28096,1
28157 - 28102,28157,28102,2
28157 - 28110,28157,28110,2
28157 - 28115,28157,28115,2
28157 - 28123,28157,28123,5
28157 - 28130,28157,28130,1
28157 - 28132,28157,28132,1
28157 - 28147,28157,28147,1
28157 - 28149,28157,28149,1
28157 - 28157,28157,28157,26
28157 - 28161,28157,28161,2
28157 - 28167,28157,28167,2
28157 - 28168,28157,28168,1
28157 - 28170,28157,28170,1
28157 - 28173,28157,28173,1
28157 - 28180,28157,28180,7
28158 - 28002,28158,28002,2
28158 - 28005,28158,28005,5
28158 - 28006,28158,28006,13
28158 - 28007,28158,28007,1
28158 - 28009,28158,28009,5
28158 - 28014,28158,28014,1
28158 - 28021,28158,28021,1
28158 - 28028,28158,28028,9
28158 - 28029,28158,28029,1
28158 - 28030,28158,28030,7
28158 - 28038,28158,28038,1
28158 - 28045,28158,28045,6
28158 - 28049,28158,28049,1
28158 - 28063,28158,28063,1
28158 - 28068,28158,28068,1
28158 - 28074,28158,28074,1
28158 - 28079-01,28158,28079-01,6
28158 - 28079-02,28158,28079-02,3
28158 - 28079-03,28158,28079-03,5
28158 - 28079-04,28158,28079-04,7
28158 - 28079-05,28158,28079-05,14
28158 - 28079-06,28158,28079-06,9
28158 - 28079-07,28158,28079-07,2
28158 - 28079-08,28158,28079-08,5
28158 - 28079-09,28158,28079-09,5
28158 - 28079-10,28158,28079-10,1
28158 - 28079-11,28158,28079-11,1
28158 - 28079-13,28158,28079-13,2
28158 - 28079-14,28158,28079-14,1
28158 - 28079-15,28158,28079-15,2
28158 - 28079-16,28158,28079-16,9
28158 - 28079-18,28158,28079-18,1
28158 - 28079-19,28158,28079-19,3
28158 - 28079-20,28158,28079-20,8
28158 - 28079-21,28158,28079-21,5
28158 - 28080,28158,28080,2
28158 - 28084,28158,28084,1
28158 - 28085,28158,28085,3
28158 - 28086,28158,28086,3
28158 - 28094,28158,28094,1
28158 - 28108,28158,28108,4
28158 - 28113,28158,28113,1
28158 - 28115,28158,28115,6
28158 - 28127,28158,28127,1
28158 - 28129,28158,28129,4
28158 - 28134,28158,28134,5
